object_id,submodel,sim_av,TDE_INDEX,Rph0,Tvis,b,bhmass,eff,lphoto,starmass
  69815423,1,  0.3516, 331,  5.5123,  0.1522,  0.9548, 0.9000E+06,  0.0173,  1.5434,  1.5366
  69821857,1,  0.4831,  83,  5.0532,  0.1054,  1.0135, 0.1316E+08,  0.0113,  1.5606,  2.2484
  69824391,1,  0.3217, 529,  2.3200,  0.0304,  0.9398, 0.1621E+07,  0.0436,  1.7435,  1.1018
  69824701,1,  1.0550, 220,  4.8428,  0.2193,  0.9569, 0.1013E+07,  0.0204,  1.6300,  1.2061
  69844557,1,  0.0191, 251,  2.8217,  0.0286,  0.8760, 0.2249E+06,  0.0438,  1.4822,  1.0856
  69850062,1,  0.4281,  58,  5.0852,  0.0100,  0.9760, 0.4124E+06,  0.0201,  1.5103,  1.3790
  69888456,1,  0.1729, 486,  7.9473,  0.1801,  0.9549, 0.3490E+07,  0.0089,  1.7400,  3.2920
  69892299,1,  0.1290,  40,  4.8898,  0.0196,  0.9173, 0.4649E+07,  0.0152,  1.7066,  3.3277
  69892370,1,  0.0721, 477,  4.6043,  0.0059,  0.9370, 0.6156E+06,  0.0271,  1.6202,  1.0231
  69898232,1,  0.0161, 701,  4.1240,  0.0168,  0.9050, 0.1878E+07,  0.0193,  1.4825,  1.1029
  69911241,1,  0.6244, 363, 12.5556,  0.0212,  0.9255, 0.5189E+06,  0.0109,  1.5378,  1.9030
  69913142,1,  0.1401, 276,  2.8936,  0.0643,  0.9701, 0.8661E+06,  0.0277,  1.5259,  2.6709
  69939078,1,  0.0100, 524,  9.7988,  0.0020,  0.9469, 0.3232E+07,  0.0074,  1.6790,  3.5860
  69948837,1,  0.1008, 169,  6.5719,  1.4277,  0.9509, 0.1938E+07,  0.0084,  1.5454,  1.0288
  69959086,1,  0.1236, 138,  6.1921,  0.0085,  0.9860, 0.1708E+07,  0.0091,  1.7068,  7.5278
  69972331,1,  0.0802, 322,  2.2760,  0.1265,  0.9392, 0.1270E+06,  0.0628,  1.5171,  1.4861
  69987049,1,  0.4632, 191,  5.7400,  0.6313,  1.0796, 0.1119E+06,  0.0115,  1.4616,  1.6693
  69991522,1,  0.2325, 367, 14.8414,  0.0080,  0.9696, 0.1141E+07,  0.0074,  1.7110,  1.0240
  69991913,1,  1.8722, 176,  9.2897,  0.3263,  0.9810, 0.9378E+06,  0.0137,  1.6343,  1.1270
  69994715,1,  1.2604, 314,  4.5718,  0.3224,  0.9540, 0.4286E+06,  0.0217,  1.5618,  1.4030
  70008396,1,  0.1241, 724,  9.6364,  0.0068,  0.9812, 0.6220E+06,  0.0099,  1.6179,  1.0356
  70022265,1,  0.7088, 693,  3.5674,  0.0156,  0.9627, 0.1053E+07,  0.0269,  1.6245,  1.5733
  70028488,1,  0.1716, 328,  3.6242,  0.0034,  0.9434, 0.9881E+06,  0.0192,  1.4956,  1.1846
  70047757,1,  0.4056, 314,  4.5718,  0.3224,  0.9540, 0.4286E+06,  0.0217,  1.5618,  1.4030
  70048060,1,  0.6456, 619,  2.9305,  0.0345,  1.0624, 0.1968E+07,  0.0212,  1.6558,  2.6509
  70053775,1,  0.4005,  42,  1.3025,  0.0184,  0.9359, 0.6418E+06,  0.1232,  2.1827,  1.9439
  70077835,1,  0.7314, 685,  4.0660,  0.0234,  0.9935, 0.1836E+06,  0.0506,  1.8079,  1.0738
  70081041,1,  0.1373, 262,  5.3060,  0.0596,  0.9622, 0.9692E+06,  0.0110,  1.5401,  1.0135
  70138610,1,  0.1148, 432,  2.1168,  0.1556,  0.8811, 0.1186E+07,  0.0657,  1.4753,  1.3315
  70160842,1,  0.5404, 449,  5.1567,  0.3338,  0.9554, 0.2760E+07,  0.0111,  1.6643,  8.2129
  70167460,1,  1.0431, 506,  4.7993,  0.1602,  0.8902, 0.8308E+06,  0.0195,  1.5179,  1.1695
  70195784,1,  0.0163, 455,  5.2345,  0.0535,  0.9468, 0.1723E+07,  0.0140,  1.6397,  1.0163
  70205573,1,  0.0953,  78,  5.1589,  0.9641,  0.9975, 0.1749E+06,  0.0161,  1.6598,  1.0214
  70208040,1,  0.2461, 430,  5.4391,  0.0322,  0.9185, 0.4664E+07,  0.0191,  1.8979,  1.0820
  70218550,1,  0.0433, 122,  2.8032,  0.0234,  0.9194, 0.5308E+06,  0.0314,  1.5334,  1.0172
  70219085,1,  0.1818, 548,  2.5692,  0.0842,  0.9392, 0.3993E+06,  0.0542,  1.5900,  1.0720
  70220018,1,  1.1307, 371,  4.9764,  0.1844,  0.9682, 0.8954E+06,  0.0209,  1.5815,  1.9771
  70225368,1,  0.0195, 635,  8.4749,  0.0418,  1.0072, 0.5477E+06,  0.0074,  1.5654,  6.3801
  70244666,1,  0.3224, 616,  5.1774,  0.2287,  1.0149, 0.4727E+07,  0.0080,  1.6334,  1.0619
  70259929,1,  0.5781, 692,  4.4620,  0.0960,  1.1173, 0.2661E+07,  0.0115,  1.6156,  1.1425
  70275388,1,  0.0269, 652,  5.0965,  0.1555,  0.9323, 0.1729E+06,  0.0261,  1.5835,  1.8508
  70291599,1,  0.0406, 221, 10.6261,  0.0174,  0.9537, 0.3835E+07,  0.0071,  1.7164,  1.5237
  70293991,1,  0.5329, 732,  2.7931,  0.0701,  0.9667, 0.1830E+07,  0.0386,  1.7903,  1.1174
  70294849,1,  0.1842, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
  70299102,1,  0.7368,  45,  4.5396,  1.0231,  0.9794, 0.3295E+07,  0.0229,  1.8175,  6.0885
  70302942,1,  0.1488, 199,  3.0812,  0.5039,  0.9520, 0.1910E+07,  0.0320,  1.6616,  1.0210
  70310166,1,  0.3462, 333,  3.6774,  0.0992,  0.9731, 0.4908E+06,  0.0270,  1.7528,  1.4120
  70313051,1,  0.1253, 315,  5.5498,  0.5387,  0.9603, 0.8937E+06,  0.0154,  1.6032,  5.3458
  70317857,1,  0.4207, 695,  6.1946,  0.0028,  0.9821, 0.1295E+07,  0.0126,  1.6645,  1.0888
  70318185,1,  0.0334,  79,  6.1641,  0.7525,  1.0457, 0.1336E+06,  0.0125,  1.4577,  1.0933
  70325146,1,  0.3821, 579,  5.2692,  0.0209,  0.9627, 0.1900E+06,  0.0414,  1.5856,  1.0208
  70342858,1,  0.2091, 364,  2.9491,  0.1175,  0.9327, 0.4372E+06,  0.0405,  1.5619,  1.3495
  70353307,1,  0.0733,  29,  6.0251,  0.3296,  0.9718, 0.5840E+06,  0.0130,  1.5259,  1.0236
  70388417,1,  0.3344, 428,  1.9707,  0.1026,  0.9859, 0.1460E+06,  0.0563,  1.6849,  7.3021
  70403353,1,  0.3462, 515,  2.6111,  0.0144,  0.9475, 0.2261E+06,  0.0613,  1.5544,  1.0106
  70407120,1,  0.0418, 298,  6.2669,  0.0049,  0.9555, 0.9796E+06,  0.0157,  1.6014,  1.0280
  70414427,1,  0.0185, 453,  2.6755,  0.1037,  0.9829, 0.5645E+06,  0.0423,  1.6951,  1.4163
  70434480,1,  0.5944, 353,  2.1511,  0.3068,  1.0667, 0.1094E+07,  0.0420,  1.8660,  4.6218
  70444490,1,  0.2213,  59,  2.6970,  0.0270,  0.9023, 0.1362E+06,  0.0577,  1.3606,  1.1558
  70448540,1,  0.0160, 547,  2.1941,  0.1164,  0.9611, 0.1567E+06,  0.0589,  1.6847,  1.6984
  70454111,1,  0.0454, 568,  3.2695,  0.0080,  0.9960, 0.3892E+07,  0.0266,  1.8512,  1.0379
  70454693,1,  0.0130, 522,  6.7200,  0.0382,  0.9378, 0.1222E+08,  0.0169,  1.7785,  2.3494
  70464430,1,  0.7751, 107,  2.3711,  0.2933,  0.9736, 0.5110E+07,  0.0283,  1.9207,  1.0303
  70470088,1,  0.6899,  85,  5.4463,  0.0205,  0.9479, 0.5405E+06,  0.0233,  1.6985,  1.3051
  70472434,1,  0.0414, 317,  4.2019,  0.2378,  0.9483, 0.1718E+06,  0.0229,  1.4874,  1.5628
  70484979,1,  0.1089, 151,  6.2211,  0.0473,  0.9632, 0.3594E+06,  0.0149,  1.4912,  1.2738
  70487045,1,  0.2543, 712,  8.6707,  0.0997,  0.9592, 0.1931E+06,  0.0127,  1.4903,  1.1907
  70490444,1,  0.1760, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
  70490489,1,  0.2949, 567,  9.0699,  0.0373,  0.9690, 0.2123E+06,  0.0154,  1.5361,  1.0218
  70522261,1,  0.1364, 140,  3.5096,  0.0151,  0.9180, 0.1317E+06,  0.0307,  1.4862,  4.3504
  70522667,1,  0.2463, 215,  6.0873,  0.0175,  0.9480, 0.2783E+07,  0.0102,  1.5768,  1.0436
  70542618,1,  0.0725, 491,  3.7838,  0.5084,  0.9338, 0.2248E+07,  0.0183,  1.5695,  1.0995
  70553793,1,  0.1689, 346,  6.8625,  0.1040,  0.9018, 0.1283E+06,  0.0174,  1.4197,  1.6252
  70560189,1,  0.7978, 635,  8.4749,  0.0418,  1.0072, 0.5477E+06,  0.0074,  1.5654,  6.3801
  70564337,1,  0.1182, 477,  4.6043,  0.0059,  0.9370, 0.6156E+06,  0.0271,  1.6202,  1.0231
  70565343,1,  0.0083, 658, 12.4229,  0.0017,  1.0061, 0.1499E+07,  0.0063,  1.6241,  2.2137
  70579088,1,  0.0871, 567,  9.0699,  0.0373,  0.9690, 0.2123E+06,  0.0154,  1.5361,  1.0218
  70589896,1,  1.0010, 264,  7.2137,  0.1128,  0.8650, 0.9572E+07,  0.0158,  1.6581,  1.6810
  70592429,1,  0.0769,   8,  2.8746,  0.2733,  0.9381, 0.6160E+06,  0.0326,  1.6615,  1.1097
  70596762,1,  0.6302, 226,  3.2423,  0.0674,  0.9550, 0.4407E+06,  0.0375,  1.7511,  1.2777
  70610159,1,  0.2283,  37,  6.6011,  0.0017,  0.9618, 0.1086E+07,  0.0073,  1.5655,  2.1906
  70613836,1,  0.2229, 116,  3.7143,  0.0294,  0.9764, 0.2129E+07,  0.0260,  1.7134,  1.0565
  70630340,1,  0.1358, 127,  4.5140,  0.3380,  0.9624, 0.4474E+06,  0.0224,  1.6079,  1.3582
  70631468,1,  0.3594, 157,  7.2137,  0.0262,  0.9243, 0.1343E+08,  0.0126,  1.6578,  1.1085
  70645652,1,  0.1031, 647,  2.5683,  0.0052,  0.9001, 0.4493E+07,  0.0472,  1.7013,  1.0551
  70649473,1,  0.0961, 749,  6.4721,  0.6460,  1.0495, 0.5070E+06,  0.0083,  1.5328,  1.3934
  70650560,1,  0.2342, 557,  7.5467,  0.0060,  1.0599, 0.9161E+06,  0.0119,  1.7088,  1.0657
  70668122,1,  0.6097,  44,  1.8885,  0.0188,  1.0283, 0.2051E+06,  0.1226,  1.6913,  1.8219
  70671213,1,  0.0225, 190,  3.8275,  0.3491,  0.9484, 0.4381E+07,  0.0218,  1.5926,  1.0494
  70695843,1,  0.8091, 571,  8.2660,  0.3695,  0.9972, 0.3459E+06,  0.0176,  1.6576,  2.0506
  70698986,1,  1.0360, 273,  3.7625,  0.1168,  0.9436, 0.9701E+06,  0.0251,  1.6506,  1.0331
  70719831,1,  0.2364, 565, 16.1785,  0.2420,  0.9775, 0.2729E+07,  0.0050,  1.7896,  1.3416
  70727652,1,  0.0500, 357,  2.6989,  0.0618,  0.8993, 0.1061E+07,  0.0308,  1.6445,  1.3670
  70730729,1,  0.0850, 744,  5.0005,  0.1435,  0.9374, 0.1583E+06,  0.0346,  1.5100,  1.3506
  70755588,1,  0.2263, 303, 10.5724,  0.0019,  0.9472, 0.2787E+07,  0.0079,  1.6284,  3.9300
  70797121,1,  0.6155, 422,  3.8163,  0.2257,  0.9888, 0.1304E+07,  0.0174,  1.5680,  1.0130
  70809720,1,  0.2439, 204,  6.1127,  0.0024,  1.0025, 0.5413E+07,  0.0082,  1.6971,  1.1306
  70813421,1,  0.2493, 206,  2.8364,  0.2319,  0.9139, 0.1024E+07,  0.0403,  1.6658,  1.1184
  70844436,1,  0.0938, 201,  5.3901,  0.2816,  0.9228, 0.3625E+06,  0.0268,  1.5713,  1.5451
  70844817,1,  0.2853, 246,  6.0626,  0.4559,  0.9421, 0.9132E+06,  0.0114,  1.5486,  1.0298
  70854573,1,  0.1546, 726,  5.8562,  0.4865,  0.9105, 0.1504E+07,  0.0132,  1.5507,  1.1712
  70864501,1,  0.2481, 358,  4.9554,  0.2651,  0.9346, 0.5444E+07,  0.0124,  1.7507,  1.6510
  70880650,1,  0.7609, 682,  6.9825,  0.2052,  1.0229, 0.1678E+07,  0.0094,  1.7003,  1.8899
  70927830,1,  0.2206, 431,  3.2604,  0.0313,  0.9455, 0.2364E+07,  0.0269,  1.6270,  1.1513
  70940550,1,  0.0158, 279,  4.6404,  0.3544,  0.9874, 0.4669E+07,  0.0120,  1.6984,  1.0379
  70941301,1,  0.2213, 225,  2.1384,  0.0152,  1.0522, 0.2506E+08,  0.0400,  1.9356,  2.6695
  70953214,1,  0.3112, 699,  2.8287,  0.2310,  0.9835, 0.1878E+07,  0.0378,  1.9126,  1.3000
  70961557,1,  0.0139, 432,  2.1168,  0.1556,  0.8811, 0.1186E+07,  0.0657,  1.4753,  1.3315
  70971959,1,  0.1665, 424,  8.8271,  0.0314,  0.8886, 0.3991E+06,  0.0168,  1.5114,  1.1950
  70980373,1,  0.0826, 143,  9.2322,  0.0048,  0.9381, 0.7655E+06,  0.0107,  1.5438,  1.1995
  70982372,1,  1.4629, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
  70989752,1,  0.1752, 118,  5.7378,  0.2425,  0.9617, 0.1642E+06,  0.0224,  1.4315,  1.0921
  70989953,1,  0.2847, 200,  4.7855,  0.0061,  0.9744, 0.4203E+07,  0.0139,  1.7897,  1.2022
  70997581,1,  0.0077, 680,  4.3849,  0.0666,  0.9689, 0.5208E+06,  0.0201,  1.6525,  1.0687
  71011743,1,  0.2349, 706, 15.0511,  0.0133,  1.0129, 0.5638E+06,  0.0055,  1.5915,  1.0366
  71022439,1,  0.3704, 181,  4.5782,  0.0104,  0.9854, 0.1952E+07,  0.0194,  1.7225,  1.0171
  71022988,1,  0.0673, 703,  4.9704,  0.0639,  1.0716, 0.1527E+07,  0.0085,  1.5524,  1.0823
  71035086,1,  0.0341, 470,  3.1773,  0.2865,  0.9287, 0.1552E+07,  0.0288,  1.7321,  1.1005
  71037076,1,  1.1342, 635,  8.4749,  0.0418,  1.0072, 0.5477E+06,  0.0074,  1.5654,  6.3801
  71041632,1,  0.6690, 696,  6.6728,  0.3301,  0.9317, 0.2306E+06,  0.0153,  1.5694,  1.0964
  71042964,1,  0.0384, 550,  5.3706,  0.0136,  1.0044, 0.2457E+07,  0.0163,  1.7017,  1.0989
  71046781,1,  0.0514, 535,  4.5933,  0.5684,  1.0636, 0.4536E+06,  0.0162,  1.6781,  1.3598
  71054285,1,  0.1322, 130,  3.9503,  0.0579,  1.0202, 0.1426E+07,  0.0158,  1.6832,  1.6125
  71064881,1,  0.0764, 527,  4.0060,  0.2244,  0.9698, 0.2519E+06,  0.0243,  1.4743,  1.8638
  71068858,1,  0.0229, 198,  3.9788,  0.1881,  1.0058, 0.3762E+06,  0.0356,  1.7912,  1.3223
  71070570,1,  0.0148, 295,  4.5900,  0.0060,  1.0234, 0.3016E+07,  0.0145,  1.8010, 11.5960
  71077846,1,  0.2017, 208,  6.8306,  0.2506,  0.9664, 0.7457E+06,  0.0132,  1.5604,  1.1016
  71078280,1,  0.5212, 225,  2.1384,  0.0152,  1.0522, 0.2506E+08,  0.0400,  1.9356,  2.6695
  71078711,1,  0.1268, 225,  2.1384,  0.0152,  1.0522, 0.2506E+08,  0.0400,  1.9356,  2.6695
  71104203,1,  0.2841, 531,  4.2575,  0.2761,  0.9543, 0.4595E+06,  0.0260,  1.6659,  1.0104
  71116304,1,  0.0809, 486,  7.9473,  0.1801,  0.9549, 0.3490E+07,  0.0089,  1.7400,  3.2920
  71133698,1,  0.7239, 285,  5.3462,  0.0130,  1.0060, 0.3352E+07,  0.0120,  1.7832,  1.6164
  71135295,1,  0.2240, 213,  7.4593,  0.1873,  0.9783, 0.2269E+07,  0.0094,  1.7257,  1.0847
  71143737,1,  0.0498, 388,  3.6423,  0.1522,  0.9570, 0.1573E+07,  0.0200,  1.6567,  1.0245
  71169749,1,  0.0343, 338,  6.9058,  0.0059,  1.0100, 0.5503E+06,  0.0133,  1.6119,  1.0463
  71183365,1,  0.0541,  40,  4.8898,  0.0196,  0.9173, 0.4649E+07,  0.0152,  1.7066,  3.3277
  71187773,1,  0.0238, 255,  4.6342,  0.0408,  0.9217, 0.1546E+07,  0.0193,  1.5113,  1.1639
  71188128,1,  0.1223, 285,  5.3462,  0.0130,  1.0060, 0.3352E+07,  0.0120,  1.7832,  1.6164
  71197490,1,  0.1466,  62,  4.1693,  0.3569,  0.9875, 0.4274E+07,  0.0207,  1.5614,  1.3951
  71199772,1,  0.0631, 635,  8.4749,  0.0418,  1.0072, 0.5477E+06,  0.0074,  1.5654,  6.3801
  71201961,1,  0.1029, 519,  4.7356,  0.0059,  1.0063, 0.8521E+06,  0.0213,  1.5921,  1.1285
  71203310,1,  0.1881, 449,  5.1567,  0.3338,  0.9554, 0.2760E+07,  0.0111,  1.6643,  8.2129
  71227746,1,  0.6520,   6,  8.6639,  0.2899,  1.0071, 0.2605E+07,  0.0121,  1.7902,  2.0474
  71228724,1,  0.0390, 517,  9.0523,  0.4477,  0.9973, 0.5725E+06,  0.0086,  1.5151,  1.2624
  71266352,1,  0.1101, 551,  7.8306,  1.2407,  0.9808, 0.1268E+06,  0.0117,  1.5318,  1.3611
  71269507,1,  0.2113, 327,  5.7397,  0.4640,  1.0157, 0.8515E+06,  0.0097,  1.5054,  1.0341
  71270545,1,  0.1866, 645,  4.1781,  0.0617,  1.0195, 0.1835E+07,  0.0152,  1.6196,  1.0587
  71288016,1,  0.7002, 345,  6.2923,  0.1992,  0.9754, 0.2005E+07,  0.0111,  1.6753,  4.4051
  71290384,1,  0.3303, 328,  3.6242,  0.0034,  0.9434, 0.9881E+06,  0.0192,  1.4956,  1.1846
  71301239,1,  0.0083, 206,  2.8364,  0.2319,  0.9139, 0.1024E+07,  0.0403,  1.6658,  1.1184
  71306607,1,  0.3256, 165,  7.4310,  0.0015,  0.8892, 0.5622E+07,  0.0075,  1.6711,  1.0820
  71313974,1,  0.1759, 548,  2.5692,  0.0842,  0.9392, 0.3993E+06,  0.0542,  1.5900,  1.0720
  71325944,1,  0.0693,  71,  6.2401,  0.0027,  0.9732, 0.7138E+07,  0.0099,  1.6438,  1.0302
  71336143,1,  1.5626, 429,  5.8823,  0.3826,  0.9775, 0.2262E+06,  0.0230,  1.6010,  1.1520
  71366868,1,  0.4678, 720,  5.0194,  0.0031,  1.0318, 0.5354E+06,  0.0160,  1.5994,  1.0912
  71390547,1,  0.1912, 328,  3.6242,  0.0034,  0.9434, 0.9881E+06,  0.0192,  1.4956,  1.1846
  71401176,1,  0.0860, 150,  2.8951,  0.8181,  0.9093, 0.2202E+07,  0.0282,  1.6340,  1.4294
  71401288,1,  0.5901,  58,  5.0852,  0.0100,  0.9760, 0.4124E+06,  0.0201,  1.5103,  1.3790
  71406062,1,  0.2587, 153,  4.5854,  0.2954,  0.9154, 0.2025E+07,  0.0157,  1.6450,  1.0136
  71412313,1,  0.1558,  58,  5.0852,  0.0100,  0.9760, 0.4124E+06,  0.0201,  1.5103,  1.3790
  71423530,1,  0.0561, 303, 10.5724,  0.0019,  0.9472, 0.2787E+07,  0.0079,  1.6284,  3.9300
  71426877,1,  0.0906, 589,  3.6698,  0.0940,  0.8733, 0.7217E+06,  0.0408,  1.5324,  1.4266
  71430894,1,  0.1417, 285,  5.3462,  0.0130,  1.0060, 0.3352E+07,  0.0120,  1.7832,  1.6164
  71440332,1,  0.4718, 198,  3.9788,  0.1881,  1.0058, 0.3762E+06,  0.0356,  1.7912,  1.3223
  71448070,1,  0.2790, 601,  5.6530,  0.1067,  0.9847, 0.3825E+07,  0.0109,  1.6165,  2.8409
  71450160,1,  0.0419, 514,  5.4223,  0.3230,  1.0175, 0.2053E+07,  0.0078,  1.5931,  1.2574
  71451881,1,  0.4194, 469, 13.7301,  0.0014,  1.0011, 0.1864E+07,  0.0061,  1.6869,  1.0152
  71455809,1,  0.1159, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
  71457378,1,  0.7071,  93,  4.8361,  0.2180,  1.0222, 0.3135E+07,  0.0109,  1.6418,  1.1659
  71458064,1,  0.2255, 676,  3.2174,  0.0373,  0.9739, 0.3661E+07,  0.0312,  1.8396,  1.2277
  71471174,1,  0.0029,  95,  6.8602,  0.0024,  0.9235, 0.5713E+06,  0.0122,  1.5128, 13.0720
  71478842,1,  0.3620, 109,  2.5353,  0.5766,  0.9273, 0.1280E+07,  0.0489,  1.7486,  1.0639
  71483431,1,  0.1336, 228,  5.6917,  0.1944,  1.0025, 0.1088E+07,  0.0120,  1.6364,  1.8031
  71498812,1,  0.2546, 651,  2.2807,  0.0127,  0.9340, 0.1719E+07,  0.0495,  1.5812,  1.2342
  71502840,1,  0.5773, 106,  3.1889,  0.0524,  0.9527, 0.1791E+07,  0.0214,  1.5442,  1.0465
  71523102,1,  1.0427, 435,  8.0776,  0.0301,  0.9326, 0.1636E+07,  0.0154,  1.5538,  1.3519
  71539004,1,  0.0585,  35,  2.0583,  0.1414,  1.0269, 0.2016E+07,  0.0251,  1.6538,  3.4066
  71539782,1,  0.4961, 540,  1.8510,  0.0485,  0.9146, 0.1156E+07,  0.0293,  1.5965,  1.0431
  71562163,1,  0.2724, 178,  2.9341,  0.1354,  1.0047, 0.1606E+06,  0.0331,  1.5232,  1.3735
  71567523,1,  0.1379, 716,  5.9819,  0.0069,  1.0166, 0.7580E+06,  0.0133,  1.7042,  1.6250
  71589539,1,  0.0061, 716,  5.9819,  0.0069,  1.0166, 0.7580E+06,  0.0133,  1.7042,  1.6250
  71613678,1,  0.0703, 599,  3.1660,  0.2795,  0.8996, 0.5080E+06,  0.0321,  1.5250,  1.2047
  71629059,1,  0.4674, 589,  3.6698,  0.0940,  0.8733, 0.7217E+06,  0.0408,  1.5324,  1.4266
  71648404,1,  0.0496, 534,  4.2521,  0.0474,  1.0116, 0.1799E+07,  0.0138,  1.7402,  1.0959
  71671393,1,  0.0974, 661,  6.1540,  0.0042,  1.0187, 0.1134E+07,  0.0095,  1.5776,  2.6627
  71684203,1,  0.8736, 185,  5.0380,  0.3056,  0.9717, 0.7273E+06,  0.0232,  1.5553,  1.1444
  71694096,1,  0.1514, 292,  6.3109,  0.1961,  0.9493, 0.1670E+07,  0.0148,  1.6586,  1.0322
  71695646,1,  0.2652, 154,  7.5648,  0.3960,  0.9949, 0.2436E+06,  0.0180,  1.5613,  1.0571
  71699527,1,  0.5330,  18,  5.1915,  0.0652,  1.0197, 0.3222E+07,  0.0120,  1.8167,  1.1745
  71699979,1,  0.2150, 677,  4.1052,  0.1486,  0.9369, 0.7576E+06,  0.0217,  1.6306,  1.3507
  71716170,1,  0.4135, 526,  8.7802,  0.0032,  0.9931, 0.5992E+06,  0.0101,  1.5325,  1.2861
  71718986,1,  0.1054, 605,  5.7125,  0.0106,  0.9899, 0.2889E+06,  0.0208,  1.6044,  1.4062
  71775132,1,  0.2867, 743,  2.7786,  0.9813,  0.8947, 0.8916E+06,  0.0460,  1.4960,  1.3339
  71775421,1,  0.0301, 334,  5.8454,  0.8099,  0.9631, 0.1786E+06,  0.0128,  1.4924,  1.2429
  71796360,1,  0.2234, 453,  2.6755,  0.1037,  0.9829, 0.5645E+06,  0.0423,  1.6951,  1.4163
  71806569,1,  0.5007, 496,  5.1436,  0.0107,  0.8895, 0.5409E+07,  0.0140,  1.6915,  1.1056
  71811797,1,  0.6066, 252,  5.4271,  0.1524,  0.9159, 0.2093E+07,  0.0165,  1.6982,  1.6570
  71816930,1,  0.9543, 362,  4.0481,  0.1453,  1.0017, 0.3216E+06,  0.0220,  1.6182,  1.3611
  71826445,1,  0.1931, 416,  4.1690,  0.0976,  0.9463, 0.3661E+06,  0.0252,  1.4791,  1.1173
  71829905,1,  0.0702, 258,  3.3865,  0.0050,  0.9119, 0.2715E+07,  0.0311,  1.7075,  1.4030
  71833757,1,  0.3215, 173,  8.3060,  0.0073,  0.9629, 0.9298E+06,  0.0105,  1.5940,  1.8616
  71857205,1,  0.2859, 470,  3.1773,  0.2865,  0.9287, 0.1552E+07,  0.0288,  1.7321,  1.1005
  71861693,1,  0.3986, 369, 11.0276,  0.9173,  0.9850, 0.5584E+07,  0.0062,  1.7286,  1.1234
  71865424,1,  0.3783,  22,  4.8794,  0.0242,  0.9788, 0.3226E+07,  0.0171,  1.8387,  1.0137
  71865996,1,  0.3356, 357,  2.6989,  0.0618,  0.8993, 0.1061E+07,  0.0308,  1.6445,  1.3670
  71873731,1,  0.5916, 453,  2.6755,  0.1037,  0.9829, 0.5645E+06,  0.0423,  1.6951,  1.4163
  71880952,1,  0.8392, 552,  7.2629,  0.1147,  0.9852, 0.9442E+06,  0.0137,  1.6039,  7.9770
  71881284,1,  0.0295,  89,  3.8189,  0.1032,  0.9748, 0.6740E+06,  0.0310,  1.7363,  1.0206
  71883268,1,  0.0083, 285,  5.3462,  0.0130,  1.0060, 0.3352E+07,  0.0120,  1.7832,  1.6164
  71885092,1,  0.1469,  63,  8.8545,  0.0934,  0.9659, 0.5200E+06,  0.0110,  1.4916,  2.0953
  71914504,1,  0.3169, 415,  4.9637,  0.4200,  0.9600, 0.8200E+06,  0.0198,  1.6936,  1.3112
  71916608,1,  0.1141, 590, 11.0267,  0.0767,  0.9847, 0.2096E+07,  0.0071,  1.6072,  1.2350
  71921501,1,  0.1514, 723,  5.4705,  0.0039,  0.9829, 0.4189E+07,  0.0141,  1.7280,  1.2869
  71928039,1,  0.0302, 520,  2.7863,  0.0180,  0.9071, 0.2329E+07,  0.0669,  1.4794,  1.0601
  71929123,1,  0.1801, 423,  3.5818,  0.0861,  0.9698, 0.1040E+07,  0.0307,  1.4722,  1.2303
  71931163,1,  0.2592, 221, 10.6261,  0.0174,  0.9537, 0.3835E+07,  0.0071,  1.7164,  1.5237
  71932328,1,  0.0967, 618,  5.4637,  0.0106,  0.9746, 0.4971E+07,  0.0132,  1.7679,  1.1501
  71942706,1,  0.2064, 465,  3.3210,  0.2858,  0.9371, 0.6020E+07,  0.0245,  1.7323,  1.2043
  71975009,1,  0.0173, 709,  9.9786,  0.0134,  0.9464, 0.1916E+07,  0.0067,  1.6899,  1.2484
  72024168,1,  0.1179, 749,  6.4721,  0.6460,  1.0495, 0.5070E+06,  0.0083,  1.5328,  1.3934
  72044076,1,  0.2288,  85,  5.4463,  0.0205,  0.9479, 0.5405E+06,  0.0233,  1.6985,  1.3051
  72046940,1,  0.1793, 117,  5.5437,  0.2648,  0.9246, 0.2450E+07,  0.0142,  1.5381,  1.1264
  72064624,1,  0.4288, 705,  3.1452,  0.6199,  1.0155, 0.7610E+06,  0.0321,  1.7219,  1.1183
  72068973,1,  0.3974, 249,  3.5278,  0.1960,  0.9138, 0.2302E+07,  0.0224,  1.5315,  1.5703
  72069039,1,  0.2031, 601,  5.6530,  0.1067,  0.9847, 0.3825E+07,  0.0109,  1.6165,  2.8409
  72093721,1,  0.2019, 385,  3.9654,  0.1834,  0.9920, 0.8489E+06,  0.0188,  1.6885,  1.0699
  72108526,1,  0.5589, 673,  3.3200,  0.0674,  0.9653, 0.3861E+07,  0.0183,  1.7804,  1.4252
  72112016,1,  0.0788, 264,  7.2137,  0.1128,  0.8650, 0.9572E+07,  0.0158,  1.6581,  1.6810
