object_id,submodel,sim_av,ILOT_INDEX,Mejecta,Vejecta,Mcsm,Rho,R0
  44749871,1,  0.1859,  64,  1.6907,  471.60,  1.6644, 0.233E-13, 83.0212
  44781321,1,  0.1740, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  44801793,1,  0.0666, 222,  1.1722,  684.77,  0.4273, 0.971E-13, 21.7206
  44836349,1,  0.0246, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  44941895,1,  0.2704, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  45092615,1,  0.7305, 251,  0.5009,  800.66,  8.5710, 0.118E-13, 85.3044
  45238267,1,  0.0762,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  45354024,1,  0.0624, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  45355712,1,  0.0905,  64,  1.6907,  471.60,  1.6644, 0.233E-13, 83.0212
  45363354,1,  0.2661,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  45402699,1,  0.3822, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  45407873,1,  0.4017, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  45433030,1,  0.1948, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  45581322,1,  0.0355, 245,  4.8310,  330.63,  0.5750, 0.374E-13, 98.1252
  45619722,1,  0.0144,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  45640392,1,  0.1887, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  45656285,1,  1.0765, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  45694856,1,  0.0126, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  45696023,1,  0.1227, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  45774524,1,  0.0888, 152,  0.9262,  724.14,  0.7974, 0.707E-13, 23.6855
  45967445,1,  0.0342, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  46035314,1,  0.0792, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  46159636,1,  0.2100, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  46225487,1,  0.0796,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  46233386,1,  0.0687, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  46276005,1,  0.0212, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  46289236,1,  0.2739, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  46405433,1,  0.7753,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  46413442,1,  1.9474, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  46416622,1,  0.4284, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  46420098,1,  0.1771, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  46448849,1,  0.0032, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  46472527,1,  0.2894, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  46549383,1,  0.0829, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  46567336,1,  0.2383, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  46634564,1,  0.0196, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  46662936,1,  0.1206, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  46916178,1,  0.0567, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  46934496,1,  0.1673,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  46954337,1,  0.0182,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  47060593,1,  0.0947,  11,  0.7801,  983.62,  0.2347, 0.762E-13, 16.9347
  47082496,1,  0.1329,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  47086624,1,  0.0390, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  47106020,1,  0.0506, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  47123633,1,  0.0447,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  47179463,1,  0.1385,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  47355072,1,  0.0990, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  47481061,1,  0.3445, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  47511244,1,  0.2085, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  47517311,1,  0.1991, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  47553652,1,  0.3526, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  47722515,1,  0.1896, 245,  4.8310,  330.63,  0.5750, 0.374E-13, 98.1252
  47723996,1,  0.0590, 110,  3.6669,  474.46,  0.2526, 0.783E-13, 38.6074
  47789896,1,  0.1069, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  48078575,1,  0.1589, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  48195257,1,  0.2766, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  48210129,1,  0.6427, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  48279299,1,  0.7490, 251,  0.5009,  800.66,  8.5710, 0.118E-13, 85.3044
  48313176,1,  0.0179, 346,  3.2387,  597.51,  4.0886, 0.154E-13, 52.6930
  48324784,1,  0.2711, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  48414014,1,  0.0788, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  48442908,1,  0.1189,  27,  0.1302,  510.97,  3.6530, 0.176E-13, 98.3498
  48480465,1,  0.0969, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  48497562,1,  0.0690, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  48671917,1,  0.1517, 110,  3.6669,  474.46,  0.2526, 0.783E-13, 38.6074
  48677407,1,  0.3566, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  48744286,1,  0.0271,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  48782215,1,  0.3660, 227,  1.1136,  200.66,  0.2504, 0.582E-13, 53.7267
  48785408,1,  0.0283, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  48883413,1,  0.1403, 302,  1.1411,  322.65,  3.0073, 0.787E-13, 68.1544
  48885713,1,  0.6900, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  48918871,1,  0.0788,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  48943653,1,  0.5484, 183,  7.9637,  702.32,  0.1633, 0.836E-13, 50.6959
  49072360,1,  0.0484,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  49190668,1,  0.1083, 292,  0.7568,  477.86,  7.1267, 0.402E-13, 93.2287
  49209956,1,  0.1290,   8,  0.3749,  729.97,  0.1544, 0.684E-13, 15.3119
  49272351,1,  0.0301,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  49416760,1,  0.0407, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  49463286,1,  0.0545, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  49624131,1,  0.0788,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  49825153,1,  0.0259, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  49974366,1,  0.0225, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  50034827,1,  0.1288, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  50117856,1,  0.1037,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  50199736,1,  0.2861, 381,  7.2286,  810.26,  0.1701, 0.280E-13, 22.0192
  50201122,1,  0.4871, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  50205160,1,  0.0126, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  50256888,1,  0.1615, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  50275176,1,  0.4809, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  50330990,1,  0.0695, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  50394787,1,  0.0162, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  50423920,1,  1.4624, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  50437617,1,  0.0553, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  50547192,1,  0.0022, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  50576523,1,  0.1279,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  50576646,1,  0.5597, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  50597960,1,  0.3859, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  50690703,1,  1.5863, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  50707028,1,  0.0671, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  50763882,1,  0.0915,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  50785407,1,  0.0702, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  50813998,1,  0.0562,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  50829223,1,  0.0553,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  51075606,1,  0.4169,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  51184063,1,  0.0523, 379,  1.7831,  756.33,  8.9603, 0.960E-13, 34.9775
  51492927,1,  0.1701,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  51559350,1,  0.1001, 108,  7.3913,  791.22,  0.1044, 0.895E-14, 45.8690
  51590051,1,  0.0332, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  51680480,1,  0.0329, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  51714784,1,  0.1358, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  51837656,1,  0.0715, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  51854556,1,  0.2149, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  51881780,1,  0.4131, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  51942283,1,  0.2416,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  52114197,1,  0.2792,  17,  1.7765,  559.86,  0.1081, 0.583E-13, 35.6185
  52156817,1,  0.2723,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  52179357,1,  0.2640, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  52371123,1,  0.0307,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  52481009,1,  0.0122,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  52496972,1,  0.8454, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  52511429,1,  0.1493, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  52769252,1,  0.0541,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  52840767,1,  0.0102, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  52926772,1,  0.1091, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  52961017,1,  0.1569, 353,  1.2318,  745.36,  0.3974, 0.220E-13, 25.4438
  53124966,1,  0.0400, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  53142466,1,  0.0888, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  53150180,1,  0.1732, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  53186342,1,  0.2105, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  53327022,1,  0.1646, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  53441448,1,  0.4512,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  53645055,1,  0.0988, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  53678741,1,  0.0529, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  53771587,1,  0.0838, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  53847528,1,  0.1081, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  53853264,1,  0.0579, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  53865534,1,  0.4392,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  53865789,1,  0.1840, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  54135653,1,  0.1468, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  54184978,1,  0.0825, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  54313606,1,  0.1734, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  54477071,1,  0.1116, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  54657426,1,  0.7846, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  54722687,1,  0.1349,  69,  7.1091,  435.43,  0.7947, 0.875E-14, 65.6501
  54818429,1,  0.0635,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  54933722,1,  0.0031,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  55003915,1,  0.4548,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  55138745,1,  0.1282, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  55158729,1,  0.3390, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  55192782,1,  0.0684, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  55367360,1,  0.6848, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  55389619,1,  0.2230, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  55423560,1,  0.3035, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  55443081,1,  0.0417, 132,  3.1007,  744.98,  0.4499, 0.127E-13, 50.5804
  55464705,1,  0.2547, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  55495928,1,  0.2374, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  55647394,1,  0.2808, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  55705081,1,  0.0755, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  55831892,1,  0.0870,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  55878104,1,  0.2833, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  56105369,1,  0.0558, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  56140795,1,  0.3203, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  56218477,1,  0.2070, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  56255185,1,  0.5559, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  56300947,1,  0.0067, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  56391904,1,  0.5008,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  56488460,1,  0.0908, 112,  0.2436,  872.34,  6.2528, 0.257E-13, 74.9503
  56508605,1,  0.0157, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  56560600,1,  0.1435, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  56614821,1,  0.8568, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  56629263,1,  0.0649, 162,  1.7629,  718.75,  0.4778, 0.168E-13, 36.9601
  56641627,1,  0.0514, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  56642197,1,  0.0558, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  56644335,1,  0.3221,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  56811040,1,  0.0548, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  56820327,1,  0.3461, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  56907054,1,  0.4037, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  57053541,1,  0.0284, 302,  1.1411,  322.65,  3.0073, 0.787E-13, 68.1544
  57096326,1,  0.0163, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  57479810,1,  0.0092, 314,  1.5193,  652.25,  0.4270, 0.972E-13, 12.0414
  57649806,1,  0.5323, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  57674366,1,  0.0164, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  57953662,1,  0.0212, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  58076738,1,  0.5587, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  58105040,1,  0.2351, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  58157593,1,  0.0063, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  58255700,1,  0.4548, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  58327510,1,  0.2283, 124,  8.1351,  792.62,  1.1907, 0.133E-13, 45.6907
  58478557,1,  0.0553, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  58493384,1,  0.5649, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  58591075,1,  0.2829, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  58593207,1,  0.0199, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  58616855,1,  0.0007, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  58624159,1,  0.0423, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  58639307,1,  0.0797,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  58751557,1,  0.0378,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  58752018,1,  0.1224, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  58852811,1,  0.0198, 227,  1.1136,  200.66,  0.2504, 0.582E-13, 53.7267
  58861036,1,  0.1905, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  58874026,1,  0.4996, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  59165146,1,  0.7185, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  59415310,1,  0.2065, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  59476325,1,  0.0424, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  59886451,1,  0.0477, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  59898901,1,  0.0322,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  59950320,1,  0.2168, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  59978984,1,  0.0874, 314,  1.5193,  652.25,  0.4270, 0.972E-13, 12.0414
  59981376,1,  0.0767, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  60016369,1,  0.2505, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  60022210,1,  0.0779, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  60137542,1,  0.1040, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  60244327,1,  0.1195, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  60259585,1,  0.2045,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  60294025,1,  0.0308, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  60327754,1,  0.0714, 155,  0.5058,  636.66,  2.2175, 0.459E-13, 63.5823
  60346658,1,  0.3396, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  60423866,1,  0.2857,  68,  0.8019,  484.20,  0.3921, 0.500E-13, 31.8453
  60504633,1,  0.4067, 377,  1.7403,  519.37,  8.3669, 0.454E-13, 72.2676
  60610907,1,  0.1213, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  60633374,1,  0.0117,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  60641817,1,  0.1003, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  60664187,1,  0.4512, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  60780920,1,  0.0833, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  60834626,1,  0.9656, 255,  0.7491,  593.92,  6.8789, 0.170E-13, 73.9779
  60834730,1,  0.5931, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  60972695,1,  0.3864, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  61210469,1,  0.0076,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  61281444,1,  1.7518, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  61323010,1,  0.1210,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  61474674,1,  0.4887, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  61531351,1,  0.0919,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  61538630,1,  0.0347, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  61773193,1,  0.0155, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  61836683,1,  0.1630,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  61888760,1,  0.3952, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  62032768,1,  0.0374, 255,  0.7491,  593.92,  6.8789, 0.170E-13, 73.9779
  62091864,1,  0.0938, 381,  7.2286,  810.26,  0.1701, 0.280E-13, 22.0192
  62240608,1,  0.3719, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  62371556,1,  0.1587, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  62386756,1,  0.1385, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  62442033,1,  0.0243,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  62499245,1,  0.0366, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  62550777,1,  0.0119, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  62642975,1,  0.6302, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  62748340,1,  0.3394, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  62750835,1,  0.0741, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  62818588,1,  0.0378, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  62839443,1,  0.3567, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  63064377,1,  0.1735,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  63068049,1,  0.5944, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  63192902,1,  0.0822, 337,  8.7279,  645.95,  0.3939, 0.178E-13, 37.9470
  63247504,1,  0.0084, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  63330192,1,  0.1285,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  63465226,1,  0.0331, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  63485941,1,  0.2353,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  63500905,1,  0.0299, 124,  8.1351,  792.62,  1.1907, 0.133E-13, 45.6907
  63616732,1,  0.5550,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  63634760,1,  0.0079, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  63658087,1,  0.0020, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  63843896,1,  0.0444, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  63924133,1,  0.2822, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  63926922,1,  1.7593,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  64038736,1,  0.0084, 155,  0.5058,  636.66,  2.2175, 0.459E-13, 63.5823
  64133585,1,  0.0711, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  64178628,1,  0.3519, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  64196916,1,  0.2495,  17,  1.7765,  559.86,  0.1081, 0.583E-13, 35.6185
  64298606,1,  0.5407, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  64360648,1,  0.0487, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  64392328,1,  0.5972,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  64561435,1,  0.4670, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  64582776,1,  0.4350, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  64664239,1,  0.0281, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  64702683,1,  0.0348, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  64761891,1,  0.0148, 110,  3.6669,  474.46,  0.2526, 0.783E-13, 38.6074
  64830442,1,  0.0250, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  65072941,1,  0.1098,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  65105734,1,  0.0159, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  65347588,1,  0.0449, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  65565141,1,  0.0074, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  65576024,1,  0.2215, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  65608775,1,  0.1131, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  65649112,1,  0.0515, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  65731303,1,  0.5753, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  65750852,1,  0.0149, 168,  2.7123,  462.68,  3.2528, 0.807E-14, 95.6851
  65830234,1,  0.0422, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  65953510,1,  0.2342,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  65980664,1,  0.0054, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  66067038,1,  0.0175, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  66120255,1,  0.3542,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  66120357,1,  0.4573,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  66223886,1,  0.0205, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  66372685,1,  0.2055,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  66429578,1,  0.1488, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  66495086,1,  0.2180, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  66544277,1,  0.3889, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  66550576,1,  0.6269, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
