object_id,submodel,sim_av,Iax_INDEX,M_V,t_rise,dm15B,dm15R
  77912444,1,   0, 583,-18.3710, 18.4410,  1.1590,  0.1080
  77917920,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
  77919501,1,   0, 305,-17.3300, 16.1080,  1.2220,  0.6860
  77924571,1,   0, 962,-18.5040, 19.7900,  1.2160,  0.6380
  77925684,1,   0, 651,-18.3260, 18.1950,  1.7720,  0.5470
  77929397,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  77929458,1,   0, 154,-18.2360, 17.8640,  1.2910,  0.4940
  77930973,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
  77931879,1,   0, 861,-18.5270, 20.1120,  1.1520,  0.1830
  77933019,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
  77933767,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
  77935501,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  77937577,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
  77937597,1,   0, 113,-18.0630, 17.7340,  1.2360,  0.9180
  77938786,1,   0, 576,-17.9560, 20.7200,  1.4920,  0.6870
  77941132,1,   0,  81,-18.1310, 15.8400,  1.2970,  0.5930
  77941696,1,   0, 139,-17.2540, 13.8860,  1.1090,  0.5520
  77942690,1,   0, 817,-16.6250, 15.1150,  1.4960,  0.8140
  77943579,1,   0, 576,-17.9560, 20.7200,  1.4920,  0.6870
  77944374,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
  77944579,1,   0, 199,-17.8660, 17.8500,  0.7680,  0.4330
  77948793,1,   0, 628,-17.1710, 14.3140,  1.5600,  0.3630
  77949989,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  77950079,1,   0, 317,-18.6190, 21.3240,  1.1770,  0.5670
  77950981,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
  77951841,1,   0, 199,-17.8660, 17.8500,  0.7680,  0.4330
  77956493,1,   0, 620,-18.3410, 21.5020,  1.3490,  0.5920
  77959287,1,   0, 741,-17.0340, 18.6860,  1.9660,  0.5360
  77961997,1,   0,  53,-17.7380, 15.6410,  1.5220,  0.6520
  77962604,1,   0, 768,-17.0460, 16.8230,  1.2440,  0.4670
  77964540,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  77965596,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
  77969221,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  77974397,1,   0, 228,-17.7940, 20.2310,  1.3030,  0.4350
  77977297,1,   0,  80,-18.4760, 19.7850,  1.7230,  0.5260
  77978369,1,   0, 615,-17.7940, 16.6650,  1.2160,  0.4640
  77979137,1,   0, 470,-17.5880, 17.4180,  1.2960,  0.1280
  77979595,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  77981932,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
  77984349,1,   0, 624,-18.6110, 21.2360,  1.0720,  0.8490
  77988935,1,   0, 530,-18.0190, 18.4220,  1.0040,  0.9760
  77989886,1,   0, 752,-17.8120, 18.8010,  1.4170,  0.5230
  77991687,1,   0, 765,-17.4170, 17.6610,  1.2970,  0.6980
  77994827,1,   0, 950,-17.9460, 16.4610,  1.7000,  0.7760
  77997707,1,   0, 751,-16.8100, 12.7230,  1.4730,  1.0250
  78001311,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
  78002584,1,   0, 519,-18.0760, 22.2710,  1.3960,  0.4920
  78003424,1,   0, 650,-16.8250, 15.6350,  1.5790,  0.4090
  78006999,1,   0, 281,-17.7440, 17.2910,  1.3540,  0.9540
  78018372,1,   0, 491,-17.9130, 20.0770,  1.2680,  0.5860
  78021217,1,   0, 872,-18.1780, 18.8550,  1.6410,  0.4440
  78022811,1,   0, 596,-18.5310, 17.3720,  1.3710,  0.2140
  78023050,1,   0,  76,-18.0380, 18.0080,  1.5590,  0.3630
  78023994,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
  78025435,1,   0, 175,-17.9290, 17.8640,  1.3930,  0.1250
  78026361,1,   0, 740,-18.1730, 20.2020,  1.0210,  0.6500
  78027434,1,   0, 789,-18.3240, 18.0210,  1.2580,  0.5390
  78027762,1,   0, 325,-18.3770, 21.1310,  1.0090,  0.8190
  78028671,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
  78029910,1,   0, 604,-17.2030, 17.7770,  1.4670,  0.3360
  78030539,1,   0, 704,-17.9310, 16.5000,  1.5370,  0.3730
  78035874,1,   0, 113,-18.0630, 17.7340,  1.2360,  0.9180
  78042133,1,   0, 442,-18.0390, 18.1500,  1.2380,  0.3860
  78042225,1,   0, 426,-17.8450, 16.2670,  1.6310,  0.7750
  78044742,1,   0, 234,-17.5380, 19.9990,  1.7420,  0.6630
  78048696,1,   0, 803,-18.4980, 17.9080,  1.4460,  0.6080
  78054586,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
  78055371,1,   0, 844,-16.1970, 11.3790,  1.8290,  0.5160
  78058648,1,   0, 651,-18.3260, 18.1950,  1.7720,  0.5470
  78066536,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  78066925,1,   0,  67,-18.2580, 18.7260,  0.9950,  0.5830
  78071632,1,   0, 950,-17.9460, 16.4610,  1.7000,  0.7760
  78072263,1,   0, 682,-17.9960, 20.2630,  1.3320,  0.5220
  78073077,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
  78074976,1,   0, 822,-15.8210, 10.5210,  1.4260,  0.4200
  78085131,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
  78086888,1,   0, 802,-18.4580, 18.4710,  1.1760,  0.3740
  78088418,1,   0, 559,-18.1400, 17.3680,  1.3180,  0.3870
  78092526,1,   0,  25,-18.3110, 17.4610,  1.0310,  0.1550
  78093983,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
  78095850,1,   0, 615,-17.7940, 16.6650,  1.2160,  0.4640
  78096105,1,   0, 575,-18.0940, 17.7540,  1.5210,  0.5700
  78098881,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  78101925,1,   0, 585,-18.2960, 19.8500,  1.5600,  0.3700
  78109024,1,   0, 741,-17.0340, 18.6860,  1.9660,  0.5360
  78110966,1,   0, 178,-17.4130, 14.1970,  1.5560,  0.7810
  78111507,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  78111912,1,   0, 288,-18.0660, 19.7400,  1.0350,  0.5930
  78112335,1,   0, 125,-18.5400, 16.9700,  1.3940,  0.3370
  78115334,1,   0, 974,-16.5250, 14.4280,  1.8690,  0.6700
  78117007,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  78121942,1,   0, 519,-18.0760, 22.2710,  1.3960,  0.4920
  78122426,1,   0, 203,-16.9890, 15.7880,  1.5520,  1.1250
  78122989,1,   0, 563,-17.5920, 18.1060,  1.0660,  0.3140
  78123023,1,   0, 200,-17.5440, 18.2290,  1.2620,  0.5180
  78123360,1,   0, 267,-17.7000, 13.5890,  1.5800,  0.6840
  78124175,1,   0, 206,-18.0660, 19.8560,  1.1750,  0.4120
  78125337,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  78125791,1,   0, 349,-18.3890, 19.3990,  0.8590,  0.8260
  78127167,1,   0, 201,-18.4490, 17.7320,  1.1410,  0.3470
  78127342,1,   0, 503,-17.7470, 19.3840,  1.6140,  0.4450
  78128094,1,   0, 697,-18.0380, 17.6380,  0.9590,  0.4910
  78128189,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  78129936,1,   0, 820,-17.9990, 21.9720,  1.0470,  0.6740
  78130440,1,   0, 447,-17.1700, 14.2820,  1.7190,  0.5690
  78133653,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
  78135556,1,   0, 215,-18.4170, 15.8390,  1.1710,  0.7230
  78136545,1,   0, 518,-16.7910, 14.1700,  1.2070,  0.5050
  78137587,1,   0, 102,-16.5600, 14.4450,  1.5370,  0.5840
  78137621,1,   0, 110,-16.9450, 16.4760,  1.3250,  0.4080
  78137770,1,   0, 317,-18.6190, 21.3240,  1.1770,  0.5670
  78139653,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
  78141837,1,   0, 779,-17.6680, 19.1940,  0.8320,  0.3330
  78143188,1,   0, 648,-18.4930, 22.4830,  1.3390,  0.7520
  78144787,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
  78146438,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  78148682,1,   0, 677,-15.9540, 11.9180,  1.8410,  0.5980
  78151121,1,   0, 620,-18.3410, 21.5020,  1.3490,  0.5920
  78154831,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
  78156029,1,   0, 546,-18.0050, 18.7280,  1.1270,  0.6180
  78156082,1,   0, 414,-17.0220, 14.6850,  1.6480,  0.4080
  78159983,1,   0, 596,-18.5310, 17.3720,  1.3710,  0.2140
  78165867,1,   0, 413,-17.7560, 12.5870,  0.9010,  0.5250
  78165987,1,   0,  53,-17.7380, 15.6410,  1.5220,  0.6520
  78166110,1,   0,  76,-18.0380, 18.0080,  1.5590,  0.3630
  78167015,1,   0,  24,-17.8270, 14.5560,  1.2550,  0.6040
  78171704,1,   0, 575,-18.0940, 17.7540,  1.5210,  0.5700
  78176715,1,   0, 700,-18.5150, 21.0010,  1.5300,  0.5690
  78176920,1,   0, 228,-17.7940, 20.2310,  1.3030,  0.4350
  78180834,1,   0, 520,-16.5840, 14.1440,  1.6220,  1.1100
  78181335,1,   0, 789,-18.3240, 18.0210,  1.2580,  0.5390
  78183916,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  78183935,1,   0, 562,-18.1130, 16.5430,  1.2400,  0.5590
  78186840,1,   0, 168,-18.2460, 14.3170,  1.5840,  0.5450
  78186960,1,   0, 270,-18.3490, 18.4950,  1.5330,  0.6590
  78187834,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
  78195204,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
  78199964,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  78200464,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  78202781,1,   0,  11,-17.7070, 16.7510,  1.3460,  0.6650
  78204316,1,   0, 283,-16.5100, 14.9700,  1.6470,  0.5860
  78204342,1,   0, 618,-18.2970, 20.0980,  0.9810,  0.1860
  78209872,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  78211242,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
  78212049,1,   0, 752,-17.8120, 18.8010,  1.4170,  0.5230
  78215500,1,   0, 441,-16.9660, 12.7410,  1.1640,  0.3330
  78217007,1,   0, 386,-17.2540, 16.6600,  1.3200,  0.9560
  78219995,1,   0, 405,-18.0740, 16.1980,  0.9580,  0.2320
  78220590,1,   0, 180,-18.0890, 14.7030,  1.4140,  0.6700
  78224052,1,   0,  95,-17.7490, 17.1210,  1.2060,  0.7460
  78226813,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
  78234723,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
  78234832,1,   0, 487,-18.7560,  18,  1.3860,  0.6710
  78242187,1,   0, 929,-18.1260, 19.3210,  1.3930,  0.5200
  78244262,1,   0, 664,-18.4730, 19.5490,  1.0590,  0.4530
  78249932,1,   0, 324,-17.1680, 19.8410,  1.5640,  0.1120
  78251813,1,   0, 555,-18.2980, 18.4220,  1.2310,  0.8280
  78256974,1,   0,  18,-18.5080, 19.2990,  1.5630,  0.0750
  78257917,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
  78258860,1,   0, 405,-18.0740, 16.1980,  0.9580,  0.2320
  78260361,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  78264289,1,   0, 169,-18.2250, 17.9430,  1.7870,  0.4900
  78264630,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
  78265448,1,   0, 600,-17.4050, 15.8060,  1.2960,  0.7560
  78268810,1,   0, 929,-18.1260, 19.3210,  1.3930,  0.5200
  78283474,1,   0, 697,-18.0380, 17.6380,  0.9590,  0.4910
  78289636,1,   0, 929,-18.1260, 19.3210,  1.3930,  0.5200
  78292426,1,   0, 405,-18.0740, 16.1980,  0.9580,  0.2320
  78293894,1,   0, 200,-17.5440, 18.2290,  1.2620,  0.5180
  78294353,1,   0, 244,-18.2680, 18.2070,  1.2740,  0.4490
  78295761,1,   0, 803,-18.4980, 17.9080,  1.4460,  0.6080
  78297484,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
  78297990,1,   0, 458,-17.2230, 15.9590,  1.3870,  0.3780
  78303774,1,   0, 801,-18.5520, 21.0160,  0.9910,  0.1020
  78304031,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
  78304273,1,   0, 664,-18.4730, 19.5490,  1.0590,  0.4530
  78309016,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  78309035,1,   0, 446,-17.7230, 17.1440,  1.1010,  0.7190
  78310823,1,   0, 431,-18.2680, 22.7890,  1.4240,  0.3810
  78312350,1,   0, 583,-18.3710, 18.4410,  1.1590,  0.1080
  78312649,1,   0,  18,-18.5080, 19.2990,  1.5630,  0.0750
  78315258,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
  78315852,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
  78319096,1,   0, 979,-17.4040, 16.4430,  1.4430,  0.9450
  78320955,1,   0,  74,-18.3680, 19.9870,  1.6180,  0.5140
  78322532,1,   0, 180,-18.0890, 14.7030,  1.4140,  0.6700
  78322850,1,   0, 402,-18.3520, 19.6150,  1.3370,  0.5220
  78327207,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  78327784,1,   0, 160,-16.8450, 18.0630,  1.7000,  0.8820
  78328013,1,   0, 816,-18.0900, 16.9210,  1.5700,  0.3740
  78328358,1,   0, 118,-17.8240, 17.1220,  1.2500,  0.9090
  78328768,1,   0, 618,-18.2970, 20.0980,  0.9810,  0.1860
  78329588,1,   0, 705,-17.2150, 18.9120,  1.1260,  0.8730
  78330153,1,   0, 465,-16.1580, 13.4780,  1.6080,  0.6400
  78337987,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
  78339769,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  78343736,1,   0, 575,-18.0940, 17.7540,  1.5210,  0.5700
  78346337,1,   0, 633,-17.2340, 15.5030,  0.9960,  0.3350
  78349285,1,   0, 670,-17.7830, 16.4230,  1.5850,  0.7150
  78349888,1,   0, 975,-18.4000, 21.0080,  1.3740,  0.7110
  78350088,1,   0,  33,-18.1390, 18.2050,  1.1680,  0.8020
  78350735,1,   0, 583,-18.3710, 18.4410,  1.1590,  0.1080
  78351755,1,   0, 307,-15.6840, 10.2800,  1.6770,  0.5780
  78355922,1,   0, 305,-17.3300, 16.1080,  1.2220,  0.6860
  78357702,1,   0, 598,-17.8650, 16.6950,  1.5490,  1.1470
  78357837,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
  78358823,1,   0, 600,-17.4050, 15.8060,  1.2960,  0.7560
  78358836,1,   0, 979,-17.4040, 16.4430,  1.4430,  0.9450
  78359371,1,   0, 781,-18.2550, 20.5980,  1.3070,  0.8470
  78359373,1,   0, 199,-17.8660, 17.8500,  0.7680,  0.4330
  78359670,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
  78359846,1,   0, 789,-18.3240, 18.0210,  1.2580,  0.5390
  78361412,1,   0, 597,-18.1650, 21.5490,  1.0860,  0.4560
  78362036,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  78363589,1,   0, 965,-18.6080, 18.6490,  1.0630,  0.7510
  78364285,1,   0,  49,-15.3520, 14.9820,  1.1700,  0.8070
  78370501,1,   0, 781,-18.2550, 20.5980,  1.3070,  0.8470
  78371575,1,   0, 333,-17.8810, 18.1790,  1.3460,  0.7080
  78375954,1,   0, 884,-18.3330, 18.6270,  1.4350,  0.3700
  78378366,1,   0, 431,-18.2680, 22.7890,  1.4240,  0.3810
  78378553,1,   0, 590,-18.0760, 21.1310,  0.8940,  0.3770
  78381640,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
  78382463,1,   0, 381,-17.1440, 16.7380,  1.8020,  0.9340
  78383366,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  78384538,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
  78384615,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
  78385493,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
  78387157,1,   0, 704,-17.9310, 16.5000,  1.5370,  0.3730
  78389595,1,   0, 175,-17.9290, 17.8640,  1.3930,  0.1250
  78390864,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
  78394297,1,   0, 348,-17.9490, 17.3450,  1.4470,  0.6370
  78395337,1,   0, 118,-17.8240, 17.1220,  1.2500,  0.9090
  78397110,1,   0, 180,-18.0890, 14.7030,  1.4140,  0.6700
  78397897,1,   0, 125,-18.5400, 16.9700,  1.3940,  0.3370
  78397991,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
  78398156,1,   0,  72,-16.0190, 11.7670,  1.7490,  0.6600
  78400314,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  78400845,1,   0, 779,-17.6680, 19.1940,  0.8320,  0.3330
  78401929,1,   0, 998,-17.6210, 18.5490,  1.6480,  0.9030
  78402581,1,   0, 947,-17.4350, 19.6960,  1.1690,  0.7600
  78403104,1,   0, 947,-17.4350, 19.6960,  1.1690,  0.7600
  78404107,1,   0, 426,-17.8450, 16.2670,  1.6310,  0.7750
  78408787,1,   0, 260,-17.5530, 16.6520,  1.6080,  0.7830
  78411169,1,   0, 283,-16.5100, 14.9700,  1.6470,  0.5860
  78412064,1,   0, 965,-18.6080, 18.6490,  1.0630,  0.7510
  78414329,1,   0, 419,-17.5460, 17.6400,  1.4640,  0.4670
  78414368,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
  78415707,1,   0, 929,-18.1260, 19.3210,  1.3930,  0.5200
  78415920,1,   0, 308,-18.0840, 20.7240,  1.5050,  0.5600
  78416707,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
  78421561,1,   0,  74,-18.3680, 19.9870,  1.6180,  0.5140
  78427695,1,   0, 445,-15.9810, 17.2010,  1.7120,  0.4880
  78428643,1,   0, 724,-18.0980, 15.4710,  0.9800,  0.6050
  78429029,1,   0, 872,-18.1780, 18.8550,  1.6410,  0.4440
  78432753,1,   0, 111,-18.4060, 14.4890,  1.6750,  0.3810
  78434675,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
  78436985,1,   0, 215,-18.4170, 15.8390,  1.1710,  0.7230
  78438676,1,   0,  95,-17.7490, 17.1210,  1.2060,  0.7460
  78439091,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  78440873,1,   0, 820,-17.9990, 21.9720,  1.0470,  0.6740
  78441383,1,   0, 471,-17.2400, 17.6300,  1.4840,  0.4560
  78442007,1,   0, 836,-17.3440, 17.5920,  1.2570,  0.5640
  78442734,1,   0, 621,-16.2700, 14.5920,  1.5190,  0.3810
  78452109,1,   0, 737,-16.8920, 15.9050,  1.5490,  0.5450
  78452563,1,   0, 959,-17.9060, 19.2680,  1.3340,  0.4470
  78452837,1,   0, 740,-18.1730, 20.2020,  1.0210,  0.6500
  78456049,1,   0, 478,-16.3450, 12.1270,  1.3460,  0.3840
  78456497,1,   0, 999,-16.5580, 14.8290,  1.8060,  0.4180
  78464111,1,   0, 562,-18.1130, 16.5430,  1.2400,  0.5590
  78465200,1,   0, 818,-16.8950, 10.3770,  1.6040,  0.9230
  78466790,1,   0, 886,-18.7300, 21.9310,  1.2880,  0.6890
  78467742,1,   0, 215,-18.4170, 15.8390,  1.1710,  0.7230
  78468397,1,   0, 863,-17.2840, 15.4510,  1.3220,  0.7070
  78476451,1,   0, 311,-18.1030, 18.6670,  1.8060,  0.8100
  78477110,1,   0, 670,-17.7830, 16.4230,  1.5850,  0.7150
  78482787,1,   0, 154,-18.2360, 17.8640,  1.2910,  0.4940
  78485004,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  78485418,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
  78485594,1,   0, 717,-17.3120, 18.7610,  1.3050,  0.8410
  78486102,1,   0, 789,-18.3240, 18.0210,  1.2580,  0.5390
  78487800,1,   0, 118,-17.8240, 17.1220,  1.2500,  0.9090
  78489031,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  78489345,1,   0,   5,-17.6160, 18.1050,  1.1550,  0.3700
  78494672,1,   0, 973,-18.3750, 18.3340,  1.2620,  0.5040
  78497317,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
  78500149,1,   0,  27,-17.8520, 16.8840,  1.6540,  0.6240
  78502176,1,   0, 740,-18.1730, 20.2020,  1.0210,  0.6500
  78504524,1,   0, 106,-18.2660, 18.8010,  1.1830,  0.4680
  78506913,1,   0, 935,-17.8580, 12.7060,  1.7140,  0.6060
  78508129,1,   0,  51,-16.8640, 12.3580,  1.7330,  0.8850
  78508302,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
  78509466,1,   0,  34,-17.8990, 19.2560,  1.2410,  0.1430
  78511045,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  78511215,1,   0, 648,-18.4930, 22.4830,  1.3390,  0.7520
  78511803,1,   0, 597,-18.1650, 21.5490,  1.0860,  0.4560
  78512148,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  78512886,1,   0, 519,-18.0760, 22.2710,  1.3960,  0.4920
  78513974,1,   0, 949,-17.7870, 16.7170,  1.9050,  0.6420
  78516399,1,   0,  67,-18.2580, 18.7260,  0.9950,  0.5830
  78517264,1,   0, 682,-17.9960, 20.2630,  1.3320,  0.5220
  78520042,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  78523067,1,   0, 843,-15.3320, 11.1000,  1.7250,  0.4650
  78532009,1,   0, 984,-17.3030, 17.4760,  1.7570,  0.7400
  78534998,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  78535127,1,   0, 746,-18.3250, 17.0500,  1.7110,  0.6890
  78535138,1,   0, 243,-18.0200, 24.2140,  1.3020,  0.5760
  78538491,1,   0, 597,-18.1650, 21.5490,  1.0860,  0.4560
  78539249,1,   0, 731,-18.3130, 17.9970,  1.1360,  0.4180
  78541888,1,   0, 209,-15.7320, 13.1120,  1.9250,  0.8620
  78547488,1,   0, 273,-17.4720, 18.0050,  0.8660,  0.2520
  78552106,1,   0, 872,-18.1780, 18.8550,  1.6410,  0.4440
  78554990,1,   0,  67,-18.2580, 18.7260,  0.9950,  0.5830
  78556069,1,   0,  66,-15.5340, 12.8980,  1.9870,  0.9270
  78558259,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
  78561560,1,   0, 786,-17.6690, 19.1320,  1.7180,  0.6330
  78561969,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  78562283,1,   0, 901,-17.8070, 19.7860,  1.1130,  0.5770
  78563021,1,   0, 244,-18.2680, 18.2070,  1.2740,  0.4490
  78564007,1,   0,  81,-18.1310, 15.8400,  1.2970,  0.5930
  78571201,1,   0, 610,-18.3350, 21.8960,  1.5820,  0.9210
  78571204,1,   0, 802,-18.4580, 18.4710,  1.1760,  0.3740
  78571297,1,   0, 228,-17.7940, 20.2310,  1.3030,  0.4350
  78573372,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
  78577762,1,   0,  33,-18.1390, 18.2050,  1.1680,  0.8020
  78579530,1,   0, 325,-18.3770, 21.1310,  1.0090,  0.8190
  78582492,1,   0, 684,-17.8510, 17.5510,  1.1480,  0.8420
  78583796,1,   0, 402,-18.3520, 19.6150,  1.3370,  0.5220
  78585951,1,   0, 273,-17.4720, 18.0050,  0.8660,  0.2520
  78589537,1,   0, 451,-17.8130, 15.1220,  1.4840,  0.4940
  78590235,1,   0, 965,-18.6080, 18.6490,  1.0630,  0.7510
  78590869,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
  78592300,1,   0, 169,-18.2250, 17.9430,  1.7870,  0.4900
  78592485,1,   0, 801,-18.5520, 21.0160,  0.9910,  0.1020
  78595082,1,   0, 700,-18.5150, 21.0010,  1.5300,  0.5690
  78595952,1,   0, 406,-18.1400, 20.1680,  0.9880,  0.4100
  78595988,1,   0,  27,-17.8520, 16.8840,  1.6540,  0.6240
  78596683,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  78596755,1,   0, 442,-18.0390, 18.1500,  1.2380,  0.3860
  78599565,1,   0, 965,-18.6080, 18.6490,  1.0630,  0.7510
  78602024,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  78602379,1,   0, 719,-17.6460, 14.2780,  1.5990,  0.6080
  78609855,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
  78611980,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  78614748,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
  78614768,1,   0, 818,-16.8950, 10.3770,  1.6040,  0.9230
  78615012,1,   0, 820,-17.9990, 21.9720,  1.0470,  0.6740
  78615073,1,   0, 685,-17.3190, 16.8370,  1.6450,  0.7240
  78616092,1,   0, 725,-14.7790, 13.6720,  1.6490,  0.9310
  78617740,1,   0,   5,-17.6160, 18.1050,  1.1550,  0.3700
  78618837,1,   0, 633,-17.2340, 15.5030,  0.9960,  0.3350
  78620773,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
  78625054,1,   0, 525,-17.4430, 16.8500,  1.5990,  0.7770
  78626779,1,   0, 471,-17.2400, 17.6300,  1.4840,  0.4560
  78628069,1,   0,  11,-17.7070, 16.7510,  1.3460,  0.6650
  78629936,1,   0, 608,-16.6330, 15.5040,  1.4680,  0.6070
  78634811,1,   0, 321,-18.3270, 12.9910,  1.2930,  0.6190
  78637907,1,   0,  47,-17.4290, 18.2490,  1.5560,  0.9690
  78638040,1,   0, 232,-17.2980, 15.1260,  1.5180,  0.3180
  78638470,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  78638810,1,   0, 558,-18.4060, 17.3270,  1.0980,  1.1320
  78641350,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  78643475,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
  78643969,1,   0, 689,-17.9560, 18.8950,  1.5570,  0.5180
  78646227,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  78646455,1,   0,  52,-15.2730,  9.5240,  1.3380,  0.7120
  78646730,1,   0, 234,-17.5380, 19.9990,  1.7420,  0.6630
  78648621,1,   0, 402,-18.3520, 19.6150,  1.3370,  0.5220
  78648817,1,   0, 713,-16.6850, 14.7660,  1.2230,  0.2040
  78650836,1,   0, 648,-18.4930, 22.4830,  1.3390,  0.7520
  78651284,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
  78656671,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
  78659117,1,   0, 699,-18.2410, 14.2490,  1.2650,  0.5860
  78659271,1,   0, 787,-18.7350, 20.5630,  1.0220,  0.4600
  78663397,1,   0, 573,-18.1200, 17.3260,  0.8530,  0.6690
  78666194,1,   0,  24,-17.8270, 14.5560,  1.2550,  0.6040
  78666569,1,   0, 659,-16.8910, 14.4370,  1.6320,  0.3690
  78667537,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
