object_id,submodel,sim_av,SLSN_INDEX,bfield,mns,pspin,kappa,kappagamma,mej,temp,vej
  65371133,1,  0.0695, 189,  0.2183,  2.0133,  1.8330,  0.0953,  0.1173,  4.8174, 5226.56,12529.59
  65373664,1,  1.0745, 738,  0.5721,  1.6060,  2.5253,  0.1672,  0.0572,  7.2657, 7020.26, 7582.55
  65376552,1,  0.0114, 398,  0.3457,  1.7899,  2.4701,  0.1994,  0.3575,  1.2932, 6166.06,12834.53
  65376943,1,  0.0047, 700,  1.1444,  1.6871,  4.2014,  0.1774,  0.0981,  1.2356, 7950.77,10532.94
  65387925,1,  0.0377, 569,  0.0335,  1.7805,  1.3758,  0.1833,  0.1301,  2.8646, 4947.01,16613.83
  65389879,1,  0.1129, 171,  0.6677,  2.0308,  2.2898,  0.1651,  0.0023,  6.6650, 4660.35, 7991.43
  65391802,1,  0.0123,  29,  1.2847,  2.2650,  2.3341,  0.1623,  0.5057,  5.0807, 5798.93, 9969.52
  65404046,1,  0.0032, 496,  0.6575,  1.8542,  2.8413,  0.0714,  8.7470,  9.2813, 7407.52, 7420.93
  65406166,1,  0.0837, 790,  0.1778,  1.8930,  1.5363,  0.1069,  2.1192,  2.2017, 6112.28,10496.49
  65408454,1,  0.1356, 175,  0.4092,  1.6138,  1.0454,  0.1916,  0.0371, 16.0654, 7569.55, 5782.65
  65408567,1,  0.0548, 113,  0.9098,  1.6131,  1.1098,  0.0874,  0.0339, 29.5895, 8133.47, 7349.22
  65410276,1,  0.0231, 752,  1.7843,  1.7899,  1.6872,  0.1001,  5.9817,  2.4201, 5243.75, 8501.07
  65410798,1,  0.0553, 944,  0.3603,  1.8135,  2.0361,  0.0828,  0.9093,  9.4035, 8456.69, 9057.25
  65411586,1,  0.0800, 843,  0.5785,  1.9720,  1.4693,  0.1427,  0.0022, 13.0323, 4344.57, 8200.50
  65411648,1,  0.1141, 754,  0.3192,  1.7941,  1.3274,  0.1907,  0.0356, 12.2670, 6438.83,13221.41
  65412833,1,  0.0913, 687,  0.8807,  1.7064,  5.1581,  0.1667,  5.7344,  3.3517, 5190.93, 8307.63
  65413886,1,  0.0918, 987,  1.4298,  1.7108,  1.1151,  0.1767,  0.0277,  3.4077, 3636.97,13298.80
  65415303,1,  0.1860, 336,  2.8725,  2.0790,  1.7803,  0.1334, 44.3512,  5.8555, 5351.35,12014.42
  65416127,1,  0.0176, 678,  4.3715,  1.5863,  3.1140,  0.0734,  4.1977,  8.2463, 6296.68, 5921.61
  65421656,1,  0.1137, 206,  0.7040,  1.7878,  1.7270,  0.1156,  3.3400,  6.5272, 6947.25, 5703.95
  65426119,1,  0.0007, 258,  1.0270,  1.5181,  1.2901,  0.1383,  1.9904,  7.2386, 7618.81, 6117.83
  65427508,1,  0.1314,   1,  0.1864,  2.0222,  1.0532,  0.1122,  0.3936, 23.7663, 8978.86, 8499.03
  65427981,1,  0.2403, 617,  0.6049,  2.2398,  2.4974,  0.0571,  2.0327,  5.1931, 5562.86,10180.43
  65435155,1,  0.0835, 136,  0.8908,  2.2747,  3.4486,  0.1429,  0.6244,  3.5010, 6585.71,10184.92
  65437058,1,  0.3031, 415,  0.7322,  1.5648,  1.6462,  0.0549,  0.1455,  4.0893, 4208.39, 8922.22
  65438871,1,  0.0947, 404,  1.8113,  1.8366,  2.9741,  0.1141,  3.3305,  6.1840, 5597.21, 5621.86
  65440093,1,  0.2367, 704,  2.6834,  1.8562,  4.6553,  0.0924,  6.9700,  2.9915, 4780.57, 8421.19
  65441983,1,  0.0129, 442,  1.5079,  1.6204,  1.6218,  0.0944,  0.1098, 11.3219, 5899.68, 5810.48
  65445927,1,  0.0194,  57,  2.6170,  2.0500,  1.2022,  0.1513,  0.2156,  2.1528, 4318.56,12831.65
  65448130,1,  0.1663, 513,  3.0829,  1.6452,  3.7379,  0.1326,  127.39,  1.4493, 7392.93, 7518.12
  65451944,1,  0.0864, 661,  0.3468,  1.6339,  1.8932,  0.1091,  0.2087, 10.6749, 5441.83, 7976.30
  65452468,1,  0.0486, 500,  0.9345,  1.6680,  2.3406,  0.1052, 22.6106,  7.1684, 6247.02, 6456.05
  65461064,1,  0.2392, 238,  0.0924,  1.9944,  2.4552,  0.1218,  0.0047,  4.0301, 6715.03, 9951.02
  65467369,1,  0.0640, 628,  0.1558,  2.2152,  1.7180,  0.1604,  1.9969,  3.7306, 5649.08,12493.91
  65470248,1,  0.0733,  34,  0.7635,  2.4822,  1.8277,  0.1913,  0.4075, 17.4594, 7045.61, 9764.11
  65475162,1,  0.0183, 232,  0.3529,  2.3495,  1.6802,  0.0922,  3.1494,  6.1260, 6927.08,10328.53
  65475357,1,  0.0589, 369,  0.6202,  1.9809,  1.2497,  0.1201, 20.8019,  8.6083, 3266.07, 7852.71
  65480991,1,  0.1140, 201,  0.6520,  1.8227,  2.7995,  0.1388,  1.6649,  5.1359, 6088.50, 8459.32
  65483635,1,  0.0589, 764,  0.6665,  1.7000,  2.8384,  0.1603,  0.1208,  6.4862, 6476.32, 8839.11
  65484118,1,  0.0792, 732,  1.4268,  1.7070,  3.0883,  0.1427,  0.2944,  2.5169, 5231.67, 8350.36
  65485563,1,  0.0573, 794,  0.4919,  1.8850,  2.5355,  0.1609,  0.8899,  3.8775, 6600.93, 9558.00
  65486854,1,  0.1782, 872,  0.5188,  1.4140,  3.1192,  0.1457,  0.0276,  4.3842, 4905.39, 5864.14
  65496058,1,  0.0097, 528,  2.8637,  1.9868,  2.8312,  0.0844,  3.1020,  6.0745, 6603.85, 7113.10
  65496297,1,  0.1086,  12,  1.0486,  1.9964,  5.4039,  0.1764,  0.7395,  8.6488, 5079.16, 5702.36
  65497944,1,  0.8963, 590,  0.2603,  1.7989,  2.7206,  0.1127,  0.0997,  5.7110, 7561.14, 8507.05
  65498610,1,  0.0817, 578,  0.3761,  1.8750,  1.4968,  0.1961,  0.0073,  1.9594, 5442.49, 9876.06
  65504825,1,  0.0706, 689,  0.4806,  2.1521,  1.0607,  0.0891,  0.3363, 27.7960, 5443.33,14261.85
  65511250,1,  0.0172, 539,  2.1543,  1.7035,  2.2640,  0.0902,  2.5943,  2.1775, 7590.79,15758.35
  65520875,1,  0.2370, 489,  0.5898,  1.5824,  1.9578,  0.1286,  0.0166,  4.0305, 4304.45, 9821.08
  65523295,1,  0.9642,  70,  1.6020,  1.6833,  3.2786,  0.1567,  0.0674,  2.9488, 6454.96,11208.06
  65526827,1,  0.1126, 414,  5.5616,  1.9900,  3.3280,  0.0942, 13.5613,  2.6374, 3728.48, 8376.23
  65538106,1,  1.0160, 578,  0.3761,  1.8750,  1.4968,  0.1961,  0.0073,  1.9594, 5442.49, 9876.06
  65542113,1,  0.1697, 274,  1.8488,  1.6099,  2.7122,  0.0895,  0.0114,  7.7701, 7650.65, 6311.21
  65546911,1,  0.3790, 697,  0.4071,  2.1234,  2.5939,  0.1248,  0.4893,  6.9553, 5792.22, 6673.50
  65548769,1,  0.0754, 863,  0.8552,  1.6361,  2.0338,  0.1631,  0.0028, 11.5111, 4332.88, 6108.55
  65556185,1,  0.5252, 446,  0.2470,  1.7530,  1.3955,  0.1671,  0.0699,  6.4749, 5884.07, 8713.19
  65557675,1,  0.0678, 651,  0.8820,  1.4943,  3.3786,  0.1017,  3.1030,  2.9524, 4907.62,10171.20
  65563232,1,  0.1866, 761,  1.3686,  2.4681,  1.2969,  0.0952, 10.1021, 16.2721, 6210.64, 7561.85
  65565977,1,  0.2793, 633,  0.3515,  1.9458,  1.2837,  0.1092,  0.0060, 13.0649, 6539.21, 8887.38
  65577125,1,  0.0771, 657,  1.2170,  1.9410,  3.0519,  0.1551,  0.1544,  1.5479, 5899.32,17509.79
  65580115,1,  0.1266, 811,  0.6852,  2.0854,  2.7630,  0.1784,  0.1872,  6.6246, 7520.20, 8721.42
  65585505,1,  0.1704, 440,  0.5346,  1.9292,  1.4901,  0.1416,  1.0713,  8.5579, 6113.46, 8456.92
  65589975,1,  0.1086, 140,  1.0788,  2.0688,  4.4887,  0.1893,  0.0094,  6.7127, 5988.98, 5723.09
  65590696,1,  0.6302, 263,  0.2409,  2.0375,  1.7556,  0.1308,  1.4750, 13.7668, 3617.92, 9692.24
  65594720,1,  0.0904, 561,  7.8551,  2.2198,  5.5027,  0.0749,  0.1501,  1.0339, 3711.85, 7058.61
  65597536,1,  0.0108, 731,  0.3011,  1.6774,  1.6312,  0.1466,  0.6568,  2.5906, 4517.81, 6793.83
  65599245,1,  0.1774, 624,  1.4894,  2.0574,  2.3389,  0.1218,  0.0783,  3.7214, 7394.25, 6009.02
  65600609,1,  0.3737, 510,  1.4601,  1.4887,  1.5631,  0.1156,  0.0207, 16.9368, 5285.87, 8094.56
  65601720,1,  0.3857, 831,  0.5431,  1.7216,  2.5012,  0.0834,  0.1927,  7.6039, 5500.32, 5509.74
  65606645,1,  0.3738, 348,  1.9148,  2.4211,  5.3445,  0.0825,  1.7796,  1.0456, 5943.87,10469.27
  65606772,1,  0.1374, 897,  0.1955,  2.1620,  1.0905,  0.1913,  0.0689, 12.1660, 6210.53, 9218.43
  65609388,1,  0.1291,  81,  0.1945,  1.5445,  1.7976,  0.1466,  0.4188,  3.4061, 3590.12,17009.51
  65609725,1,  0.0322, 634,  0.8729,  1.4402,  1.0380,  0.0743,  7.5774,  8.7744, 5035.23,13001.24
  65616689,1,  0.0268, 555,  3.3087,  2.2623,  2.6484,  0.1170,  0.2572,  6.6885, 5366.87, 5908.77
  65620970,1,  0.0403, 703,  0.5159,  1.9456,  6.0890,  0.1690,  0.1443,  1.3008, 7065.07,10057.53
  65628891,1,  0.1387, 853,  0.2726,  1.6894,  3.0167,  0.0911,  2.1132, 10.8796, 4324.35, 5782.23
  65632071,1,  0.0675, 851,  0.6260,  2.1307,  2.7301,  0.1762,  0.0015,  1.9067, 5460.20, 8712.05
  65633101,1,  0.0417,  42,  8.5047,  1.7842,  1.1137,  0.1098, 52.3765,  3.8975, 4694.45,17400.12
  65634876,1,  0.0354, 349,  0.3896,  1.4868,  3.8664,  0.0791,  0.0121,  3.2406, 7415.12, 6274.90
  65635094,1,  0.1658, 313,  0.4617,  1.5512,  1.6241,  0.0860,  0.4783,  7.7706, 7397.02, 5913.10
  65646257,1,  0.2340, 313,  0.4617,  1.5512,  1.6241,  0.0860,  0.4783,  7.7706, 7397.02, 5913.10
  65648027,1,  0.0202, 175,  0.4092,  1.6138,  1.0454,  0.1916,  0.0371, 16.0654, 7569.55, 5782.65
  65649579,1,  0.1854, 548,  0.5292,  1.5961,  1.7595,  0.1516,  2.6430,  8.6175, 7418.08, 7264.63
  65651851,1,  0.0366, 751,  0.5765,  2.2883,  2.6081,  0.0968,  0.1860,  6.5733, 3731.31, 8556.46
  65655874,1,  0.3241, 229,  0.7123,  2.2369,  1.1295,  0.1441,  0.2193, 17.5400, 9719.30, 7080.99
  65656239,1,  0.4143, 487,  0.4279,  1.5631,  2.4569,  0.1297,  1.3093,  2.6573, 5585.14, 9075.80
  65661005,1,  0.0618,  89,  0.9307,  1.8486,  2.1110,  0.1270,  1.6343,  9.6315, 5701.83,11458.66
  65663779,1,  0.1541, 965,  3.7720,  2.4252,  2.4242,  0.1478,  0.6801,  9.1723, 6934.67, 5196.08
  65666211,1,  0.2933, 490,  0.7771,  1.7574,  1.7410,  0.1793, 31.3313,  5.3771, 5139.24,14680.17
  65667898,1,  0.0190, 700,  1.1444,  1.6871,  4.2014,  0.1774,  0.0981,  1.2356, 7950.77,10532.94
  65669661,1,  0.2727, 383,  0.3304,  1.4768,  1.6324,  0.1004,  0.0567,  4.2319, 7051.95, 7893.14
  65674583,1,  0.0405, 514,  1.6682,  1.9261,  1.6963,  0.1013,  0.3634, 32.8377, 5123.79, 6563.58
  65674733,1,  0.5473, 761,  1.3686,  2.4681,  1.2969,  0.0952, 10.1021, 16.2721, 6210.64, 7561.85
  65681438,1,  0.3788, 698,  0.3635,  1.7717,  1.2422,  0.0831,  0.1240, 12.9412, 8551.29, 8240.00
  65685095,1,  0.0115, 375,  1.2592,  2.1367,  3.5795,  0.0674, 1151.59,  4.0731, 4741.76,10108.38
  65687819,1,  0.1260, 149,  1.1118,  1.9134,  5.3423,  0.1351,  0.1238,  2.9514, 5163.71,12804.25
  65694445,1,  0.5072, 631,  3.1369,  1.5786,  8.3310,  0.0640,  328.03,  1.4932, 5805.69, 9197.96
  65698111,1,  0.6586, 993,  1.5636,  2.1550,  1.8420,  0.1028,  0.1592,  3.1766, 4250.93,10998.91
  65698451,1,  0.2221, 820,  0.9153,  1.9837,  2.7562,  0.1415,  0.0632,  5.0797, 5953.64, 6606.27
  65699785,1,  0.1178,  49,  1.0770,  2.2704,  2.8029,  0.1468,  0.3106,  1.9013, 6537.43,14146.87
  65700268,1,  0.2435, 553,  0.4693,  1.9419,  2.5866,  0.0766,  5.2845,  4.5581, 9250.59, 6547.24
  65701531,1,  0.3981, 757,  0.2120,  1.8922,  1.0491,  0.1533,  0.7493, 10.3939, 6574.12,10038.42
  65701572,1,  0.1213, 208,  0.1006,  1.4440,  1.1435,  0.1234,  0.0397,  4.8622, 4696.62,10086.94
  65701666,1,  0.3860, 972,  0.0862,  2.0178,  1.9537,  0.1324,  0.2574, 16.0161, 4610.71, 7074.76
  65702307,1,  0.5249,  14,  0.3436,  2.0250,  1.3420,  0.1130,  1.5909,  4.6591, 6146.88,11756.86
  65709319,1,  0.1977, 922,  0.5131,  1.4169,  4.2886,  0.1336,  0.0319,  4.8013, 3682.25, 5592.73
  65709622,1,  0.0517, 645,  0.6286,  1.9879,  1.5612,  0.1444,  0.0365,  8.6123, 5936.57,11321.03
  65713801,1,  0.0015, 330,  0.6985,  1.9423,  1.3818,  0.0906,  0.8747, 26.8020, 8039.24, 5229.12
  65720300,1,  0.3266, 407,  0.7521,  1.6765,  1.8191,  0.1108, 86.2390,  3.0704, 7230.82, 7082.09
  65730880,1,  0.0265, 265,  2.0476,  2.0742,  1.8430,  0.0693,  0.0027, 12.7176, 6221.66, 7865.70
  65733188,1,  0.0702, 427,  0.4131,  1.3926,  1.4975,  0.1707,  0.0687,  8.1361, 8501.75, 6493.41
  65733707,1,  0.0433, 761,  1.3686,  2.4681,  1.2969,  0.0952, 10.1021, 16.2721, 6210.64, 7561.85
  65735326,1,  0.0920,   0,  0.4938,  1.6812,  1.0950,  0.1397,  0.0046, 11.9495, 4993.87,10238.32
  65735447,1,  0.0271, 685,  0.1769,  2.2692,  1.2384,  0.1661,  0.0204, 13.4426, 8029.83, 6390.37
  65745641,1,  0.3262, 763,  0.5633,  1.9871,  1.3404,  0.1245,  0.0103,  7.0626, 3882.22,12776.10
  65746602,1,  0.1489, 925,  3.7389,  1.8738,  1.1397,  0.1303,  0.0627, 16.1642, 5521.79, 5294.23
  65751531,1,  0.1198, 580,  1.7893,  2.0061,  4.2729,  0.0834,  0.9645,  2.4032, 7474.05, 7835.66
  65754423,1,  0.0810, 321,  0.5210,  1.7606,  2.3054,  0.1552,  1.4448,  4.4733, 5608.42,19088.36
  65764579,1,  0.1681, 388,  0.2870,  2.1618,  2.3790,  0.0827,  0.5042,  8.3696, 5896.01, 6188.48
  65769529,1,  0.1801, 161,  0.5159,  1.8229,  3.0787,  0.1955,  0.5896,  1.1319, 3699.62,20954.70
  65775654,1,  0.0584,   0,  0.4938,  1.6812,  1.0950,  0.1397,  0.0046, 11.9495, 4993.87,10238.32
  65780684,1,  0.2994, 206,  0.7040,  1.7878,  1.7270,  0.1156,  3.3400,  6.5272, 6947.25, 5703.95
  65785450,1,  0.2439, 181,  0.8416,  2.4177,  1.7777,  0.0985, 10.7089,  6.1364, 5518.09, 8569.36
  65788784,1,  0.5478, 514,  1.6682,  1.9261,  1.6963,  0.1013,  0.3634, 32.8377, 5123.79, 6563.58
  65791406,1,  0.2302, 496,  0.6575,  1.8542,  2.8413,  0.0714,  8.7470,  9.2813, 7407.52, 7420.93
  65793360,1,  0.0229, 708,  0.6715,  1.9099,  1.5980,  0.1979, 47.7493, 20.0501, 5937.20, 8237.27
  65814936,1,  0.0128, 640,  1.0471,  1.6388,  5.6457,  0.1189,  9.0880,  6.0027, 5081.26, 5923.71
  65816900,1,  0.1917, 310,  1.1230,  2.0345,  1.3706,  0.1801,  2.3394, 34.8841,10414.63, 5697.23
  65817658,1,  0.0284, 668,  1.4103,  1.9251,  1.8549,  0.1284,  1.4093,  2.5422, 7055.57, 6509.55
  65827956,1,  0.1166, 921,  2.1340,  1.9589,  2.9152,  0.1025,  0.0836,  2.6413, 5337.19, 6562.55
  65830029,1,  0.0628,  23,  0.8347,  1.6539,  1.3431,  0.1502, 14.5787, 12.6953, 5905.99, 9897.47
  65838377,1,  0.3770, 674,  0.5878,  1.7648,  1.2569,  0.1339, 12.4090, 16.8954, 7061.04, 9795.49
  65840393,1,  0.0270, 105,  0.4690,  1.7569,  1.6387,  0.1177,  0.0130, 17.4461, 4062.26,18628.65
  65841910,1,  0.0292, 229,  0.7123,  2.2369,  1.1295,  0.1441,  0.2193, 17.5400, 9719.30, 7080.99
  65843826,1,  0.1664, 266,  0.2371,  1.4972,  1.7608,  0.0825, 33.1368,  7.7719,10129.01, 6230.96
  65844050,1,  0.1101, 251,  1.1555,  1.7190,  1.7317,  0.1451,  0.0306,  2.3284, 5169.46, 8910.99
  65845540,1,  0.5362, 202,  1.0532,  1.6708,  1.4437,  0.1262,  0.1006,  6.3023, 5736.99,10083.85
  65846630,1,  0.0230, 139,  0.1839,  1.5162,  1.2029,  0.1332,  0.1077,  3.4821, 3663.63,13427.43
  65858560,1,  0.1083, 323,  2.3103,  1.8558,  5.6512,  0.0717,  1.9968,  2.8296, 6546.78, 5502.17
  65858855,1,  0.1610, 175,  0.4092,  1.6138,  1.0454,  0.1916,  0.0371, 16.0654, 7569.55, 5782.65
  65859374,1,  0.0069,  73,  0.6122,  1.5670,  2.8021,  0.0959,  6.3387,  3.3202, 6773.34, 8186.00
  65868220,1,  0.6160, 586,  0.1794,  1.8925,  1.0251,  0.1847,  0.2002,  6.1064, 5717.97, 9272.86
  65870878,1,  0.0069, 324,  0.1656,  1.8390,  2.0248,  0.1313,  0.4685,  2.4283, 4870.91, 9978.42
  65882380,1,  0.0863, 720,  0.7252,  1.6977,  2.0110,  0.0724, 19.3099,  5.4776, 5086.31, 7923.25
  65883682,1,  0.0118, 928,  1.2606,  1.9018,  3.9302,  0.0952,  1.1065,  1.2964, 5077.89, 9316.39
  65884950,1,  0.0417, 608,  0.5265,  1.7451,  1.3394,  0.0655,  4.2341, 11.5135, 5610.03, 5291.73
  65890879,1,  0.0082,  85,  0.7545,  1.4664,  1.1189,  0.1816,  0.0014,  7.8873, 5916.66, 8442.49
  65896307,1,  0.3619, 245,  4.5167,  2.0095,  2.7266,  0.0965,  149.23,  3.5495, 3626.52,10472.77
  65899963,1,  0.1015, 108,  2.9031,  2.1440,  2.5383,  0.1271,  0.0180,  2.0300, 5313.19,10328.57
  65903240,1,  0.0925, 580,  1.7893,  2.0061,  4.2729,  0.0834,  0.9645,  2.4032, 7474.05, 7835.66
  65904457,1,  1.1354, 764,  0.6665,  1.7000,  2.8384,  0.1603,  0.1208,  6.4862, 6476.32, 8839.11
  65908555,1,  0.0753, 832,  0.5414,  1.8641,  2.7721,  0.0700,  0.7268,  7.0425, 5963.58, 7505.21
  65910700,1,  0.0182, 764,  0.6665,  1.7000,  2.8384,  0.1603,  0.1208,  6.4862, 6476.32, 8839.11
  65911518,1,  0.0209, 444,  0.1258,  1.4309,  2.0542,  0.1237,  0.1316,  3.4586, 3738.24,13994.59
  65913590,1,  0.0811,  73,  0.6122,  1.5670,  2.8021,  0.0959,  6.3387,  3.3202, 6773.34, 8186.00
  65914085,1,  0.2454, 740,  1.2526,  1.8554,  2.7904,  0.0821,  0.8173,  3.9298, 5737.36, 8208.90
  65918460,1,  0.0248, 677,  0.5498,  2.3678,  1.5584,  0.1266,  0.0378,  7.1453, 4078.87, 6379.67
  65919392,1,  0.0466, 668,  1.4103,  1.9251,  1.8549,  0.1284,  1.4093,  2.5422, 7055.57, 6509.55
  65921594,1,  0.3174, 738,  0.5721,  1.6060,  2.5253,  0.1672,  0.0572,  7.2657, 7020.26, 7582.55
  65929379,1,  1.1005, 308,  0.3756,  2.2087,  1.5790,  0.1681,  0.0092, 16.8511, 6318.07, 9967.42
  65930801,1,  0.1236, 863,  0.8552,  1.6361,  2.0338,  0.1631,  0.0028, 11.5111, 4332.88, 6108.55
  65938822,1,  0.1614, 727,  0.2853,  2.0044,  1.7941,  0.1969,  0.0154,  4.2682, 4426.55, 8486.78
  65939196,1,  0.3634, 516,  0.5735,  1.8666,  4.9212,  0.1054, 37.5311,  8.2246, 6960.85, 8331.32
  65939379,1,  0.0492, 757,  0.2120,  1.8922,  1.0491,  0.1533,  0.7493, 10.3939, 6574.12,10038.42
  65940915,1,  0.3129, 610,  0.9618,  1.7155,  2.0605,  0.1551,  1.4674,  2.6993, 4454.28, 8891.71
  65943712,1,  0.0228, 842,  0.8724,  1.6383,  1.1602,  0.1134,  0.6419, 13.8227, 5875.30, 5569.35
  65949639,1,  0.0287, 678,  4.3715,  1.5863,  3.1140,  0.0734,  4.1977,  8.2463, 6296.68, 5921.61
  65953152,1,  0.1525,  57,  2.6170,  2.0500,  1.2022,  0.1513,  0.2156,  2.1528, 4318.56,12831.65
  65955945,1,  0.3174, 500,  0.9345,  1.6680,  2.3406,  0.1052, 22.6106,  7.1684, 6247.02, 6456.05
  65956524,1,  0.1219, 992,  0.8966,  1.9314,  2.1016,  0.0628,  0.6067, 21.6602, 5803.88, 7047.65
  65957138,1,  0.0133, 991,  1.9598,  1.4491,  1.6316,  0.1026,  0.1195,  7.8488, 5186.93, 7291.75
  65960038,1,  0.0765, 163,  0.1762,  1.8545,  1.1058,  0.1097,  0.0174, 10.1445, 4781.01, 8970.31
  65964808,1,  0.0071, 614,  0.1487,  1.5914,  1.3276,  0.1204,  0.3723,  7.7570, 5125.39,11203.88
  65969124,1,  0.2579, 681,  0.5832,  1.5562,  1.9663,  0.1661,  0.0859,  8.4617, 7160.90, 8020.51
  65971546,1,  0.0215,  77,  0.9075,  1.9581,  3.7645,  0.1776,  2.8775,  3.5965, 5764.95, 8466.33
  65972006,1,  0.1613, 354,  4.2313,  1.8258,  1.5186,  0.0918,  1.6483,  5.4880, 5874.63, 6943.28
  65978684,1,  0.2396, 761,  1.3686,  2.4681,  1.2969,  0.0952, 10.1021, 16.2721, 6210.64, 7561.85
  65978789,1,  0.0545, 371,  3.3014,  2.2221,  1.4850,  0.0782,  0.2546,  4.9777, 3930.24, 8132.56
  65984991,1,  0.0830, 393,  0.1368,  1.5512,  1.3703,  0.1199,  3.1134,  8.7699, 4665.54, 9524.69
  65992849,1,  0.8782, 491,  0.2228,  1.6489,  1.0787,  0.1123,  0.0802,  6.0179, 7538.88,11008.20
  65995424,1,  0.2898, 129,  0.8235,  2.5024,  3.0583,  0.1078,  495.30,  4.0231, 6624.62, 7856.90
  65996291,1,  0.1106, 389,  1.5126,  1.7417,  2.4639,  0.1518,  0.1167, 10.4762, 5446.36, 6669.85
  65997590,1,  0.0575, 496,  0.6575,  1.8542,  2.8413,  0.0714,  8.7470,  9.2813, 7407.52, 7420.93
  66000931,1,  0.3101, 330,  0.6985,  1.9423,  1.3818,  0.0906,  0.8747, 26.8020, 8039.24, 5229.12
  66001183,1,  0.3526, 500,  0.9345,  1.6680,  2.3406,  0.1052, 22.6106,  7.1684, 6247.02, 6456.05
  66008664,1,  0.1662, 163,  0.1762,  1.8545,  1.1058,  0.1097,  0.0174, 10.1445, 4781.01, 8970.31
  66009774,1,  0.0651, 677,  0.5498,  2.3678,  1.5584,  0.1266,  0.0378,  7.1453, 4078.87, 6379.67
  66010067,1,  0.0050, 258,  1.0270,  1.5181,  1.2901,  0.1383,  1.9904,  7.2386, 7618.81, 6117.83
  66010089,1,  0.2739, 484,  4.4513,  2.2071,  1.7260,  0.0898, 13.5833,  9.6384, 6239.02, 6004.81
  66010834,1,  0.0452,  71,  0.3110,  1.7131,  1.8501,  0.1129,  0.0054, 15.1429, 7365.13, 5410.87
  66015129,1,  0.0424, 503,  5.4912,  1.8106,  2.2771,  0.1134,  0.8202,  2.5213, 6690.88, 9616.18
  66018745,1,  0.1255, 423,  2.0255,  1.9509,  1.1181,  0.0966,  4.3172, 26.8132, 4698.98, 7277.86
  66020194,1,  0.2573, 383,  0.3304,  1.4768,  1.6324,  0.1004,  0.0567,  4.2319, 7051.95, 7893.14
  66038733,1,  0.0650, 347,  2.0945,  2.2423,  1.4531,  0.1809,  7.6254, 16.0605, 4169.58,11142.60
  66040025,1,  0.1328, 708,  0.6715,  1.9099,  1.5980,  0.1979, 47.7493, 20.0501, 5937.20, 8237.27
  66044540,1,  0.4630, 592,  2.5084,  1.6796,  9.1243,  0.1159, 12.0552,  1.6831, 5698.98, 9020.60
  66047008,1,  0.0452, 946,  0.2689,  1.4768,  3.7635,  0.1650,  3.5144,  1.7807, 7765.06,12655.71
  66050040,1,  0.0617, 915,  1.2678,  1.8288,  3.5868,  0.0710,  0.0300,  6.6827, 6206.68, 9988.43
  66059218,1,  0.0724, 134,  2.8763,  1.9115,  1.2277,  0.1450,  2.1018,  1.8151, 6265.29, 8563.21
  66073719,1,  0.0211, 436,  2.0858,  1.7301,  2.9572,  0.1742,  0.1209,  4.6882, 6763.29,13022.70
  66074486,1,  0.0451, 258,  1.0270,  1.5181,  1.2901,  0.1383,  1.9904,  7.2386, 7618.81, 6117.83
  66078915,1,  0.0431, 573,  8.4341,  2.1939,  3.9037,  0.1203, 11.6648,  5.3542, 5686.41, 7027.43
  66079342,1,  0.3920,   4,  1.3186,  2.0473,  1.3132,  0.1724,  1.9669,  9.7798, 5099.16,10434.49
  66091064,1,  0.1149, 772,  1.1686,  1.6226,  2.8228,  0.1231,  3.9704, 19.3989, 5138.68, 6435.52
  66094727,1,  0.0818, 105,  0.4690,  1.7569,  1.6387,  0.1177,  0.0130, 17.4461, 4062.26,18628.65
  66097943,1,  0.5309, 539,  2.1543,  1.7035,  2.2640,  0.0902,  2.5943,  2.1775, 7590.79,15758.35
  66098476,1,  0.0220, 728,  0.9164,  1.6738,  2.4151,  0.0868, 40.1609,  3.5460, 7557.71,10002.84
  66100359,1,  0.4187, 974,  0.5692,  1.6894,  1.3215,  0.1242,  0.0230, 18.4868, 5665.24, 6544.37
  66102763,1,  0.1024, 179,  0.3478,  1.8386,  3.8368,  0.1583,  0.0446,  1.7952, 4784.85, 9732.66
  66103529,1,  0.0060, 995,  0.8655,  1.4670,  3.2245,  0.1585,  0.5895,  1.2895, 6581.85,14665.22
  66106536,1,  0.0268, 463,  0.3120,  1.5805,  2.7842,  0.1607,  0.9310,  7.5699, 5294.70, 7074.44
  66107066,1,  0.1083, 811,  0.6852,  2.0854,  2.7630,  0.1784,  0.1872,  6.6246, 7520.20, 8721.42
  66109110,1,  0.0699, 260,  2.9430,  1.5496,  1.3218,  0.0930,  3.0252,  2.2480, 4530.63,18679.21
  66110517,1,  0.0661, 399,  1.1127,  1.7673,  1.8100,  0.1599,  1.4375,  4.6478, 6837.19,10053.36
  66112500,1,  0.0550, 558,  0.6692,  2.0477,  1.5512,  0.1624,  0.0925,  4.7418, 5694.86,13251.09
  66116801,1,  0.0198, 724,  1.3198,  1.9183,  3.1764,  0.1356,  1.5155,  2.2470, 7941.59, 9629.10
  66118453,1,  0.0148, 944,  0.3603,  1.8135,  2.0361,  0.0828,  0.9093,  9.4035, 8456.69, 9057.25
  66123112,1,  0.2107, 580,  1.7893,  2.0061,  4.2729,  0.0834,  0.9645,  2.4032, 7474.05, 7835.66
