object_id,submodel,sim_av,PISN_INDEX,Mejecta,Kinetic_energy
 112161038,1,  0.0298,  10, 51.2727, 26.3868
 112587052,1,  0.0872, 253,  208.20, 11.3988
 112667493,1,  0.1418, 605,  135.43, 28.8800
 112959567,1,  0.4037, 482,  223.58, 87.2437
 113131195,1,  0.0153, 386,  209.04, 77.0409
 113241357,1,  0.0003,  14, 56.5046, 11.8783
 113341111,1,  0.0247,  67,  106.31, 91.0272
 113356428,1,  0.2954, 397,  115.21, 87.6542
 113501494,1,  0.1771, 271,  119.85, 65.6350
 113512300,1,  0.0303, 524,  158.73, 35.4515
 114002211,1,  0.7324, 298,  107.23, 29.1083
 114006538,1,  0.1729,  75,  196.35, 86.0611
 114078815,1,  0.0449, 819,  226.17, 47.4747
 114126834,1,  0.0204, 227,  194.85, 87.1016
 114261734,1,  0.0235, 363, 61.6712, 71.3627
 114367170,1,  0.0240, 583,  192.06, 93.1062
 114598873,1,  0.0156, 230, 83.7846, 43.9840
 114931954,1,  0.8993, 746,  139.13, 66.7409
 114933597,1,  0.0027, 619,  200.56, 93.6411
 115063940,1,  0.1968, 812, 90.5952, 19.8776
 115341387,1,  0.0394, 495,  158.73, 35.2892
 115370841,1,  0.0024, 543,  159.39, 68.7549
 115499965,1,  0.1294, 398, 70.0179, 76.5333
 115539484,1,  0.1474, 413, 72.0199, 96.2815
 115753096,1,  0.8590, 536,  186.24, 87.7253
 115880375,1,  0.0980, 318,  204.53, 68.1737
 115928739,1,  0.0247, 783, 53.4614, 29.2401
 115934467,1,  0.0234, 628,  222.20, 30.2209
 115968842,1,  0.5482, 311,  246.47, 13.3678
 116098092,1,  0.1945, 389,  166.50, 23.6931
 116134640,1,  0.6984, 359,  105.54, 93.8058
 116390390,1,  0.2025, 835,  136.20, 50.3631
 116680230,1,  0.1012,  78,  219.32, 12.2988
 116731577,1,  0.0630, 596,  129.55, 77.1164
 116791307,1,  0.1698, 901,  116.87, 65.2442
 116847225,1,  0.2623, 294,  122.95, 65.2450
 116847950,1,  0.0806, 184,  208.70, 41.0890
 116967519,1,  0.0619, 910,  216.15, 90.0546
 117313065,1,  0.1111, 540,  248.30, 76.0060
 117357970,1,  0.4828, 219, 50.6780, 56.6517
 117444617,1,  0.4826, 181, 54.6104, 33.3020
 117445043,1,  0.0906, 135, 75.8400, 52.8189
 117552456,1,  0.4925, 475,  128.06, 33.8297
 117577869,1,  0.1556, 916,  167.74, 22.1622
 117625853,1,  0.0543, 720,  240.14, 19.0575
 117640564,1,  0.0231,  68, 61.3250, 17.0805
 117709304,1,  0.6719, 467,  188.60, 58.8636
 118076409,1,  0.0446,  47,  192.01, 36.6856
 118108696,1,  0.1062, 282, 82.8279, 63.6975
 118111018,1,  0.4315, 306,  193.77, 94.9687
 118120127,1,  0.1039, 113,  183.60, 86.6420
 118179498,1,  0.0016,  58,  162.57, 82.6936
 118191492,1,  0.2429,  31,  172.52, 49.1144
 118532073,1,  0.1735, 720,  240.14, 19.0575
 118661763,1,  1.1406,  30, 70.2032, 90.8487
 118698686,1,  0.1459, 773,  221.28, 50.7720
 118994243,1,  0.3817, 466,  174.01, 65.5442
 119120167,1,  0.0257, 545,  212.05, 95.0787
 119212126,1,  0.5368, 459,  192.42, 92.7838
 119455105,1,  0.0056, 257,  204.56, 31.5915
 119480111,1,  0.0246, 360,  148.55, 24.0612
 119873784,1,  0.1283, 607,  205.50, 30.2222
 119974602,1,  0.2712, 331,  137.33, 64.1713
 120445091,1,  0.4125, 999,  159.43, 51.9234
 120664511,1,  0.0572, 466,  174.01, 65.5442
 120745960,1,  0.0189, 935,  130.11, 21.7537
 120905041,1,  0.0458, 131,  109.96, 89.4751
 121095791,1,  0.0061, 697,  217.54, 63.5373
 121425629,1,  0.0596, 832,  152.07, 78.2177
 121440124,1,  0.1141, 835,  136.20, 50.3631
 121580034,1,  0.0739, 209,  152.76, 58.8014
 121601026,1,  0.0052, 776, 75.0170, 71.3568
 121639615,1,  0.1572,  18,  138.16, 65.6040
 121734929,1,  0.0275, 749,  201.03, 28.9312
 121746226,1,  0.1477, 782,  159.33, 40.6549
 121973035,1,  0.4196, 957,  103.87, 16.9028
 122326989,1,  0.2390, 749,  201.03, 28.9312
 122368825,1,  0.0507, 981,  109.20, 38.0693
 122520196,1,  0.1157, 336,  241.81, 75.5994
 122619947,1,  0.1034, 678,  123.07, 73.1806
 122620906,1,  0.1405, 770,  150.56, 43.7629
 122717559,1,  0.6356, 897,  192.15, 52.0902
 122777917,1,  0.6108, 820,  198.85, 59.8450
 122778387,1,  0.2971, 166,  102.65, 52.8126
 122967565,1,  0.0886, 951,  200.43, 20.8442
 123057419,1,  0.5383, 685,  247.51, 55.9450
 123186596,1,  0.0054,  49,  218.41, 72.8123
 123340723,1,  0.0076, 713, 71.8737, 91.4979
 123375893,1,  0.0079, 857, 51.3584, 32.8486
 123673024,1,  0.3522,  75,  196.35, 86.0611
 123869667,1,  1.6837, 785,  130.85, 18.2931
 123995725,1,  0.1426, 461,  135.51, 65.9938
 124052776,1,  0.1197, 425,  180.03, 28.9457
 124060742,1,  0.1227, 374, 52.4363, 73.2289
 124252771,1,  0.0800, 639,  205.44, 22.0974
 124339848,1,  0.0706, 345,  164.33, 13.0264
 124402671,1,  0.0030, 328,  158.73, 82.8869
 124442184,1,  0.8486, 663,  104.69, 85.9235
 124647573,1,  0.0841, 504,  175.66, 39.9940
 124715863,1,  0.0893, 295,  121.37, 23.1720
 124801967,1,  0.4148, 463,  210.52, 65.3565
 125048714,1,  0.8143, 779,  221.34, 38.0141
 125172759,1,  0.0180,   5, 69.5893, 45.2751
 125202014,1,  0.0569,  59,  130.39, 52.5548
 125219193,1,  0.0433, 374, 52.4363, 73.2289
 125277882,1,  0.1906, 925, 84.7687, 65.1439
 125311021,1,  0.1270, 447,  121.71, 79.7132
 125364815,1,  0.2763, 191, 90.6375, 59.1303
 125393874,1,  0.1537, 534,  137.14, 56.6080
 125631597,1,  0.1797, 770,  150.56, 43.7629
 125834256,1,  0.0025, 466,  174.01, 65.5442
 125903427,1,  0.0217, 558,  180.20, 52.3105
 126368274,1,  0.1193, 906,  135.21, 47.0663
 126540424,1,  0.0038, 972,  106.74, 64.1868
 126812987,1,  0.6029, 951,  200.43, 20.8442
 126891473,1,  0.4110, 843,  203.43, 28.0932
 127084749,1,  0.3727, 829,  135.29, 27.1083
 127089087,1,  0.2475, 169,  194.69, 75.2750
 127249249,1,  0.0434, 546,  103.61, 69.2829
 127331217,1,  0.0303, 779,  221.34, 38.0141
 127641211,1,  0.1132, 132, 98.6810, 72.8402
 127681247,1,  0.2025, 833,  113.56, 75.8799
 127750794,1,  0.0330, 544, 99.1947, 63.3893
 128033795,1,  0.0524, 989,  221.51, 84.1400
 128116630,1,  0.2551, 646,  198.51, 11.0101
 128270828,1,  0.0678, 232,  219.03, 98.8422
 128398463,1,  0.3070, 522,  248.29, 26.3001
 128419360,1,  0.1166, 829,  135.29, 27.1083
 128606756,1,  1.3870, 789,  187.80, 78.4956
 128698604,1,  0.1263, 212, 76.1261, 89.7880
 128741374,1,  0.0701, 799,  237.43, 77.3244
 128950132,1,  0.0903, 441,  233.77, 71.2670
 129036422,1,  0.0601, 314,  122.46, 98.3420
 129116541,1,  0.0011, 887,  213.15, 41.6686
 129344352,1,  0.3050, 302, 82.3554, 12.2857
 129459600,1,  0.2016, 602, 61.2023, 54.7734
 129499250,1,  0.2832, 382,  140.23, 33.2038
 129568338,1,  0.0077, 754,  138.40, 14.2010
 129616340,1,  0.0554, 404,  216.37, 53.1831
 129628489,1,  0.0707, 665,  151.25, 23.5510
 129685839,1,  0.3537, 480, 82.0843, 46.8729
 129805731,1,  0.1519, 892,  122.09, 19.7029
 129895476,1,  0.0466,  16,  131.92, 31.8988
 130250777,1,  0.2001, 168,  174.93, 93.8128
 130524939,1,  0.0058,  48,  196.54, 27.2631
 130570251,1,  0.0296,  69, 95.2789, 84.1941
 130644662,1,  0.0424, 266,  216.88, 44.4489
