object_id,submodel,sim_av,tau,v,re_in,d_s,d_l,teta_e,mass,porb,alpha,beta,ratio,m1,m2,clock,i_p,omega
  67270055,1,   0, 12.8500, 22660, 0.2516E+11,8000,  788.40,  0.0002,  0.0056,  379.72,  1.0861,  0.5673,  0.2030,  0.0032,  0.0024,   1,  1.3180, -1.1430
  67378262,1,   0, 37.2400, 65140, 0.2096E+12,8000,  542.10,  0.0028,  0.5457,  377.10,  0.5975,  0.3448,  0.5925,  0.4476,  0.0981,   1,  0.8000,  0.9740
  67547301,1,   0,  7.5000, 59030, 0.3823E+11,8000,  971.90,  0.0003,  0.0107,  175.84,  0.5319,  0.1072,  0.2558,  0.0088,  0.0020,   1, -0.4690,  1.2910
  67560616,1,   0, 16.5400, 21350, 0.3050E+11,8000,1364,  0.0002,  0.0052,  350.34,  0.8267,  0.7825,  0.2832,  0.0040,  0.0011,  -1, -0.1700, -0.4720
  67868838,1,   0, 15.3600, 25990, 0.3450E+11,8000,1017,  0.0002,  0.0084,  414.61,  0.9625,  0.8645,  0.2223,  0.0047,  0.0037,   1,  1.4670,  1.5110
  68339408,1,   0, 88.0900, 15840, 0.1205E+12,8000,4942,  0.0002,  0.0483, 2188.97,  1.4952,  0.2948,  0.2415,  0.0299,  0.0184,  -1,  0.7440,  0.6660
  68557738,1,   0,  877.23, 82390, 0.6245E+13,8000,4237,  0.0105,  122.86,15028.10,  1.4232,  0.1546,  0.3502, 78.9164, 43.9442,   1, -1.1410, -1.0540
  68707765,1,   0,  739.75, 94860, 0.6063E+13,8000,7825,  0.0055, 1348.01, 2046.58,  0.8622,  0.3857,  2.1688,  897.96,  450.05,   1,  0.7060,  0.0880
  68962927,1,   0, 50.9800, 55530, 0.2446E+12,8000,2821,  0.0006,  0.2057,  993.69,  0.7055,  0.4985,  0.3078,  0.1494,  0.0563,   1,  0.3560,  0.9900
  68998485,1,   0, 22.2500, 18100, 0.3479E+11,8000,5025,   0,  0.0041,  330.66,  0.6440,  0.6691,  0.4037,  0.0025,  0.0015,   1, -1.4130,  0.8470
  69072471,1,   0, 10.3700, 19690, 0.1763E+11,8000,2298,  0.0001,  0.0012,  354.71,  0.8845,  0.3398,  0.1753,  0.0009,  0.0003,  -1,  1.4800,  1.0870
  69171264,1,   0, 19.0800, 60170, 0.9922E+11,8000,5491,  0.0001,  0.0359,  765.06,  0.8164,  0.2144,  0.1497,  0.0226,  0.0133,   1, -0.5420,  0.0540
  69359572,1,   0,  1.2300, 24870, 0.2637E+10,8000,6299,   0,   0,  102.24,  0.7776,  1.0547,  0.0720,   0,   0,  -1, -1.0480, -0.0160
  69737497,1,   0, 16.5000, 87620, 0.1249E+12,8000,3044,  0.0003,  0.0520, 1151.26,  0.9633,  1.3239,  0.0860,  0.0404,  0.0116,   1, -0.7250,  1.4340
  70024812,1,   0, 22.8800, 19760, 0.3905E+11,8000,1188,  0.0002,  0.0095,  769.22,  1.3350,  0.1575,  0.1784,  0.0050,  0.0045,  -1, -0.5560,  0.8410
  70232013,1,   0, 78.3300, 32490, 0.2199E+12,8000,7709,  0.0002,  1.0822,  170.24,  0.4211,  0.3319,  2.7607,  0.5489,  0.5333,  -1,  0.2800,  0.4380
  70505072,1,   0, 16.9500,102800, 0.1506E+12,8000,1754,  0.0006,  0.1040,  521.55,  0.5939,  0.3355,  0.1950,  0.0709,  0.0331,  -1,  0.9930,  0.9000
  70561269,1,   0, 13.1300, 31460, 0.3570E+11,8000,1569,  0.0002,  0.0063,  480.22,  0.9335,  1.2178,  0.1641,  0.0034,  0.0030,   1, -1.4330, -0.2400
  70879241,1,   0,  30, 66200, 0.1716E+12,8000,3066,  0.0004,  0.0978,  511.36,  0.5040,  0.9601,  0.3520,  0.0498,  0.0479,  -1, -1.5350, -1.5360
  70890803,1,   0,  173.44, 47970, 0.7188E+12,8000,6155,  0.0008,  2.2851, 3828.40,  1.3165,  0.9103,  0.2718,  1.6331,  0.6520,  -1,  0.5970, -0.7050
  70952330,1,   0, 57.5300, 28950, 0.1439E+12,8000,2734,  0.0004,  0.0723,  290.26,  0.3725,  0.0252,  1.1893,  0.0506,  0.0217,  -1, -0.0480, -0.9980
  71399442,1,   0,  110.77, 73690, 0.7052E+12,8000,3727,  0.0014,  1.5686, 4285.76,  1.2762,  0.5253,  0.1551,  0.8175,  0.7511,   1,  0.7530,  0.6190
  71418338,1,   0,  739.75, 94860, 0.6063E+13,8000,7825,  0.0055, 1348.01, 2046.58,  0.8622,  0.3857,  2.1688,  897.96,  450.05,   1,  0.7060,  0.0880
  71507323,1,   0,  6.4200, 31820, 0.1765E+11,8000,3922,   0,  0.0010,  333.55,  0.7942,  0.4724,  0.1154,  0.0005,  0.0005,   1, -1.4690, -1.1640
  71598932,1,   0, 78.1700, 88330, 0.5966E+12,8000,1098,  0.0039,  2.3591,  195.57,  0.2207,  0.2320,  2.3984,  1.8788,  0.4804,  -1, -0.8450, -0.3510
  72130689,1,   0, 68.5600, 93010, 0.5510E+12,8000,4124,  0.0010,  0.9541, 3921.91,  1.3044,  1.2583,  0.1049,  0.7698,  0.1843,  -1, -1.2450, -1.0030
  72161495,1,   0, 14.4700, 77140, 0.9645E+11,8000,6293,  0.0001,  0.0435, 98.8792,  0.2289,  0.1353,  0.8780,  0.0306,  0.0129,   1,  0.9590,  0.1140
  72849440,1,   0,  775.99, 98530, 0.6606E+13,8000,5021,  0.0094,  146.58, 8917.97,  1.0076,  0.7809,  0.5221, 86.3310, 60.2491,   1, -0.3040, -0.6030
  74015572,1,   0, 12.4800, 16400, 0.1768E+11,8000,  177.30,  0.0007,  0.0113, 66.3292,  0.6109,  0.2812,  1.1287,  0.0057,  0.0057,  -1,  0.3180,  0.2270
  74029133,1,   0,  3.9500, 26160, 0.8932E+10,8000,7682,   0,  0.0016,  180.08,  1.2355,  0.4862,  0.1317,  0.0012,  0.0005,   1, -1.2870, -0.5650
  74162849,1,   0,  4.9300, 86650, 0.3692E+11,8000,2846,  0.0001,  0.0047,  757.12,  1.1039,  0.1966,  0.0391,  0.0024,  0.0023,  -1, -1.1490,  0.4310
  74229930,1,   0, 12.1900, 58560, 0.6169E+11,8000,4712,  0.0001,  0.0123, 1153.97,  1.2098,  0.1156,  0.0634,  0.0075,  0.0049,   1, -0.0270,  0.2540
  74721329,1,   0, 39.0700, 61200, 0.2066E+12,8000,6872,  0.0002,  0.2766,  212.32,  0.3295,  0.4036,  1.1040,  0.1547,  0.1219,   1, -0.5830, -1.3330
  74781208,1,   0, 91.1100, 45840, 0.3609E+12,8000,5084,  0.0005,  0.4413, 1089.59,  0.6558,  0.1383,  0.5017,  0.3501,  0.0913,   1,  0.0720, -0.7290
  74820077,1,   0, 15.2300, 68600, 0.9029E+11,8000,7606,  0.0001,  0.1367,  206.03,  0.5843,  0.8820,  0.4436,  0.0732,  0.0636,  -1, -0.1020, -0.6120
  74963724,1,   0, 19.3400, 49450, 0.8264E+11,8000,7500,  0.0001,  0.0915, 88.2212,  0.3172,  1.6068,  1.3155,  0.0618,  0.0297,   1,  0.3150, -0.2450
  75013752,1,   0, 50.2400, 66340, 0.2880E+12,8000,3798,  0.0005,  0.2610, 1797.56,  0.9632,  1.4579,  0.1677,  0.2147,  0.0463,   1,  1.4240,  0.6350
  75374702,1,   0, 28.0800, 82490, 0.2001E+12,8000,3246,  0.0004,  0.1304, 1457.49,  0.9561,  0.0928,  0.1156,  0.1080,  0.0224,  -1, -0.3930, -0.4530
  75389440,1,   0, 17.2900, 92720, 0.1385E+12,8000,5036,  0.0002,  0.0646, 2200.82,  1.4387,  0.3758,  0.0471,  0.0352,  0.0294,  -1, -0.4200,  0.8800
  75434989,1,   0, 36.3700, 61080, 0.1919E+12,8000,2757,  0.0005,  0.1280, 1354.01,  0.9435,  0.5325,  0.1612,  0.0644,  0.0636,   1,  1.5330,  0.9500
  76103498,1,   0, 13.7600,100300, 0.1193E+12,8000,4594,  0.0002,  0.0457, 1086.10,  0.9296,  1.2211,  0.0760,  0.0256,  0.0200,   1, -0.1680, -0.4190
  76111914,1,   0, 52.2500, 30360, 0.1371E+12,8000,3724,  0.0003,  0.0593,  181.07,  0.2673,  1.1806,  1.7314,  0.0488,  0.0105,  -1, -0.8280,  1.5000
  76230234,1,   0,  9.8700, 26220, 0.2237E+11,8000,2223,  0.0001,  0.0020,  524.22,  1.0674,  1.2362,  0.1130,  0.0010,  0.0009,   1, -0.6460,  1.0630
  76399239,1,   0,  775.99, 98530, 0.6606E+13,8000,5021,  0.0094,  146.58, 8917.97,  1.0076,  0.7809,  0.5221, 86.3310, 60.2491,   1, -0.3040, -0.6030
  76580537,1,   0, 51.4600, 37980, 0.1689E+12,8000,5628,  0.0002,  0.1073,  165.32,  0.2488,  0.7399,  1.8677,  0.0883,  0.0190,  -1,  1.4250,  0.2100
  76881833,1,   0, 20.3900, 58520, 0.1031E+12,8000,1792,  0.0004,  0.0480,  980.51,  1.0214,  1.5523,  0.1247,  0.0376,  0.0103,   1,  1.4330, -0.0750
  76945386,1,   0,  159.62, 73670, 0.1016E+13,8000,4994,  0.0015,  3.4542, 1898.88,  0.6697,  0.0519,  0.5044,  2.4089,  1.0453,  -1,  0.2170,  0.0140
  77261351,1,   0, 51.0200, 89370, 0.3940E+12,8000,6803,  0.0004,  0.9571, 2212.16,  1.2468,  1.5945,  0.1384,  0.5126,  0.4446,  -1,  1.4660, -0.0080
  77366531,1,   0,  6.4200, 31820, 0.1765E+11,8000,3922,   0,  0.0010,  333.55,  0.7942,  0.4724,  0.1154,  0.0005,  0.0005,   1, -1.4690, -1.1640
  77649235,1,   0, 23.6500, 40460, 0.8269E+11,8000,3603,  0.0002,  0.0217,  174.82,  0.3095,  0.2107,  0.8118,  0.0120,  0.0097,  -1, -1.0960, -0.2250
  78063034,1,   0,  173.44, 47970, 0.7188E+12,8000,6155,  0.0008,  2.2851, 3828.40,  1.3165,  0.9103,  0.2718,  1.6331,  0.6520,  -1,  0.5970, -0.7050
  78261187,1,   0, 81.3800, 99710, 0.7011E+12,8000,  167.30,  0.0300, 18.8461,  182.64,  0.3587,  1.1898,  2.6736,  9.8084,  9.0376,   1,  1.3690, -1.0020
  78623119,1,   0,  3.8000, 43400, 0.1424E+11,8000,6533,   0,  0.0011,  163.86,  0.6300,  1.5462,  0.1390,  0.0008,  0.0003,  -1,  0.6620,  1.2210
  78770456,1,   0, 50.2400, 66340, 0.2880E+12,8000,3798,  0.0005,  0.2610, 1797.56,  0.9632,  1.4579,  0.1677,  0.2147,  0.0463,   1,  1.4240,  0.6350
  78802673,1,   0,  116.82, 29720, 0.2999E+12,8000,1565,  0.0014,  0.4488, 2754.02,  1.4723,  0.5231,  0.2545,  0.2905,  0.1583,  -1, -0.5190, -0.3320
  79042510,1,   0, 66.1300, 38350, 0.2191E+12,8000,6522,  0.0002,  0.2502,  284.34,  0.3650,  1.1688,  1.3954,  0.1835,  0.0668,   1,  1.4860, -1.4030
  79077520,1,   0,  0.8200, 21380,1514000000,8000,1425,   0,   0,  183.85,  1.4467,  0.5161,  0.0268,   0,   0,   1, -1.2540,  0.9740
  79105188,1,   0,  248.21, 92170, 0.1977E+13,8000,5461,  0.0026, 14.1525, 6833.71,  1.2937,  0.1199,  0.2179,  7.1376,  7.0149,  -1,  1.3760, -0.6110
  79707674,1,   0,  7.2600, 23670, 0.1484E+11,8000,3782,   0,  0.0007,  749.27,  1.4444,  1.4570,  0.0581,  0.0005,  0.0002,   1, -0.7270, -1.0680
  79715668,1,   0,  248.21, 92170, 0.1977E+13,8000,5461,  0.0026, 14.1525, 6833.71,  1.2937,  0.1199,  0.2179,  7.1376,  7.0149,  -1,  1.3760, -0.6110
  80929252,1,   0, 33.9400, 50510, 0.1481E+12,8000,7314,  0.0001,  0.2195, 79.6931,  0.2214,  0.5068,  2.5553,  0.1611,  0.0584,  -1,  1.4220, -0.7180
  81916654,1,   0, 27.0700, 42580, 0.9960E+11,8000,4206,  0.0002,  0.0312, 1244.27,  1.0737,  0.5490,  0.1305,  0.0179,  0.0134,  -1, -0.1780, -0.9260
  82274018,1,   0, 53.1000, 33460, 0.1535E+12,8000,3813,  0.0003,  0.0742, 2335.92,  1.4143,  1.1499,  0.1364,  0.0477,  0.0264,  -1, -0.0480,  0.2800
  82397355,1,   0, 14.4700, 77140, 0.9645E+11,8000,6293,  0.0001,  0.0435, 98.8792,  0.2289,  0.1353,  0.8780,  0.0306,  0.0129,   1,  0.9590,  0.1140
  82482785,1,   0,  7.2600, 23670, 0.1484E+11,8000,3782,   0,  0.0007,  749.27,  1.4444,  1.4570,  0.0581,  0.0005,  0.0002,   1, -0.7270, -1.0680
  82491063,1,   0,  233.64, 41410, 0.8360E+12,8000,3454,  0.0017,  2.2358, 2391.30,  0.8211,  1.0050,  0.5862,  1.4637,  0.7721,   1,  0.4320, -1.4470
  82502575,1,   0,  8.6400, 63240, 0.4722E+11,8000,6826,   0,  0.0140,  291.44,  0.6583,  0.7303,  0.1779,  0.0090,  0.0050,  -1,  1.1460, -0.4350
  83010210,1,   0, 13.1500, 50940, 0.5789E+11,8000,2466,  0.0002,  0.0123,  281.48,  0.5033,  0.2268,  0.2804,  0.0072,  0.0051,   1, -0.6430, -1.3120
  83254146,1,   0, 19.4000, 16280, 0.2729E+11,8000,1280,  0.0002,  0.0043,  496.54,  1.1011,  0.6730,  0.2344,  0.0029,  0.0014,  -1, -0.2630, -0.4210
  83445066,1,   0, 51.4300, 23230, 0.1032E+12,8000,7254,  0.0001,  0.0989,  283.22,  0.5673,  0.2537,  1.0895,  0.0743,  0.0246,  -1,  0.5680, -0.3330
  83623980,1,   0,  248.21, 92170, 0.1977E+13,8000,5461,  0.0026, 14.1525, 6833.71,  1.2937,  0.1199,  0.2179,  7.1376,  7.0149,  -1,  1.3760, -0.6110
  83716954,1,   0,  6.9400,101500, 0.6087E+11,8000,3009,  0.0001,  0.0124,  521.28,  0.7229,  0.2177,  0.0799,  0.0084,  0.0040,  -1, -0.4900, -0.7130
  83887201,1,   0, 19.6100, 24150, 0.4092E+11,8000,7823,   0,  0.0609,  323.69,  1.3305,  0.3524,  0.3636,  0.0352,  0.0256,   1, -1.1150, -1.4980
  84122206,1,   0, 37.4800, 60660, 0.1964E+12,8000,7382,  0.0002,  0.4248,  811.93,  0.9778,  0.6222,  0.2770,  0.3480,  0.0768,  -1, -0.5670,  1.1460
  84414865,1,   0,  8.8400, 17740, 0.1355E+11,8000,5469,   0,  0.0007,  305.67,  0.8587,  1.0124,  0.1735,  0.0005,  0.0002,   1, -0.0550, -0.9350
  84661406,1,   0, 32.4000, 35900, 0.1005E+12,8000,3905,  0.0002,  0.0317, 1203.09,  1.0460,  1.2051,  0.1616,  0.0174,  0.0144,  -1,  1.0120, -0.4840
  84721330,1,   0, 23.4800, 55240, 0.1121E+12,8000,3903,  0.0002,  0.0395,  454.63,  0.5272,  0.3254,  0.3099,  0.0215,  0.0180,   1, -0.2160, -0.2800
  84767562,1,   0, 32.6800, 97780, 0.2761E+12,8000,1162,  0.0017,  0.4819,  197.14,  0.2824,  0.3836,  0.9947,  0.2536,  0.2283,  -1, -0.0690, -0.7000
  84784515,1,   0, 29.9300, 32660, 0.8444E+11,8000,6614,  0.0001,  0.0391, 1069.11,  1.2334,  0.4381,  0.1680,  0.0283,  0.0107,  -1,  0.7110, -1.0430
  85166710,1,   0, 11.5600, 89500, 0.8939E+11,8000,7561,  0.0001,  0.1208,  304.06,  0.7341,  0.5368,  0.2281,  0.0802,  0.0407,   1,  0.9240,  1.2890
  85177112,1,   0, 69.3800, 85410, 0.5120E+12,8000,2269,  0.0016,  1.0128, 4198.95,  1.4986,  0.1233,  0.0991,  0.5505,  0.4623,  -1, -1.0680,  1.3780
  85983143,1,   0,  6.4700, 70500, 0.3940E+11,8000,2730,  0.0001,  0.0054,  836.41,  1.1618,  0.8208,  0.0464,  0.0028,  0.0026,  -1, -0.5620, -1.3760
  86164209,1,   0,  3.6500, 76550, 0.2415E+11,8000,6716,   0,  0.0034,  214.47,  0.6547,  0.2438,  0.1021,  0.0018,  0.0016,   1, -1.4380, -1.1280
  86438742,1,   0, 28.8500, 53110, 0.1324E+12,8000,6355,  0.0001,  0.0842, 1322.81,  1.1712,  0.3294,  0.1309,  0.0498,  0.0344,  -1,  1.0090, -0.4860
  86456112,1,   0,  9.1700, 61790, 0.4893E+11,8000,3978,  0.0001,  0.0075,  494.65,  0.7351,  0.1287,  0.1112,  0.0053,  0.0022,   1,  0.4610,  0.7260
  86630335,1,   0, 51.4300, 23230, 0.1032E+12,8000,7254,  0.0001,  0.0989,  283.22,  0.5673,  0.2537,  1.0895,  0.0743,  0.0246,  -1,  0.5680, -0.3330
  86752211,1,   0,  771.02, 91040, 0.6065E+13,8000,3973,  0.0109,  115.48, 7261.32,  0.8839,  0.0080,  0.6371, 90.4744, 25.0033,  -1,  0.6100, -0.7970
  86821185,1,   0,  681.35, 67110, 0.3951E+13,8000,7671,  0.0037,  310.56, 1844.35,  0.7567,  1.5043,  2.2166,  176.22,  134.33,   1,  0.0640,  0.4390
  87305763,1,   0, 69.5500,101300, 0.6085E+12,8000,5281,  0.0008,  1.2955, 1269.48,  0.6166,  0.3698,  0.3287,  0.7610,  0.5345,  -1,  0.1070, -0.8780
  87864363,1,   0, 36.0200, 95750, 0.2980E+12,8000,3237,  0.0007,  0.2893, 3013.64,  1.3594,  0.8047,  0.0717,  0.1971,  0.0922,   1, -0.0430,  1.4330
  88377648,1,   0, 62.3800, 38120, 0.2055E+12,8000,4266,  0.0003,  0.1331,  390.44,  0.3897,  1.5444,  0.9586,  0.0799,  0.0532,  -1,  0.2170,  1.4690
  88387766,1,   0, 13.5300, 40890, 0.4780E+11,8000,3276,  0.0001,  0.0074, 92.8107,  0.2455,  0.4129,  0.8747,  0.0053,  0.0021,  -1, -0.4370,  0.0990
  88463880,1,   0, 34.0400,100900, 0.2967E+12,8000,5244,  0.0004,  0.3059, 3227.22,  1.4561,  0.3651,  0.0633,  0.2373,  0.0686,   1,  0.0200,  1.2280
  88553902,1,   0, 41.1600, 88690, 0.3154E+12,8000,7077,  0.0003,  0.7651, 1837.38,  1.2769,  0.3609,  0.1344,  0.5815,  0.1836,   1, -1.4720, -0.4170
  89217509,1,   0, 55.0400, 83310, 0.3961E+12,8000,1597,  0.0018,  0.7710,  516.24,  0.4373,  0.0998,  0.6397,  0.4372,  0.3338,  -1, -1.0800,  1.1410
  89353562,1,   0, 37.4800, 60660, 0.1964E+12,8000,7382,  0.0002,  0.4248,  811.93,  0.9778,  0.6222,  0.2770,  0.3480,  0.0768,  -1, -0.5670,  1.1460
  90103837,1,   0, 12.4700, 60990, 0.6569E+11,8000, 130,  0.0036,  0.2118,  314.40,  1.2317,  1.0053,  0.2379,  0.1765,  0.0353,   1, -1.0140, -1.0980
  91025735,1,   0, 45.4900, 60750, 0.2388E+12,8000,2872,  0.0006,  0.1945, 1258.68,  0.8303,  1.2144,  0.2169,  0.1032,  0.0913,   1, -0.1920, -1.4830
  91310156,1,   0, 51.4300, 23230, 0.1032E+12,8000,7254,  0.0001,  0.0989,  283.22,  0.5673,  0.2537,  1.0895,  0.0743,  0.0246,  -1,  0.5680, -0.3330
  92043103,1,   0, 16.6700, 36040, 0.5190E+11,8000,5438,  0.0001,  0.0097,  190.53,  0.3996,  1.3528,  0.5248,  0.0052,  0.0045,   1, -1.1740, -0.2580
  93000639,1,   0, 15.3600, 25990, 0.3450E+11,8000,1017,  0.0002,  0.0084,  414.61,  0.9625,  0.8645,  0.2223,  0.0047,  0.0037,   1,  1.4670,  1.5110
  93181102,1,   0, 81.4200, 32860, 0.2312E+12,8000,3819,  0.0004,  0.1682,  278.31,  0.2988,  0.4331,  1.7553,  0.0868,  0.0813,  -1, -0.3830, -0.3060
  93282823,1,   0, 26.1100, 61930, 0.1397E+12,8000,6326,  0.0002,  0.0926, 1689.02,  1.3482,  0.5214,  0.0928,  0.0730,  0.0197,  -1, -0.7800, -0.6500
  93370900,1,   0, 22.1300,101100, 0.1934E+12,8000,6674,  0.0002,  0.2122,  198.16,  0.3078,  0.2452,  0.6700,  0.1273,  0.0849,   1,  1.2160,  0.9800
  93505194,1,   0, 55.0400, 83310, 0.3961E+12,8000,1597,  0.0018,  0.7710,  516.24,  0.4373,  0.0998,  0.6397,  0.4372,  0.3338,  -1, -1.0800,  1.1410
  93521988,1,   0, 87.7500, 53960, 0.4092E+12,8000,6910,  0.0004,  1.1165, 1375.78,  0.9207,  1.3030,  0.3827,  0.7743,  0.3423,   1,  1.0170, -1.0510
  93849995,1,   0, 24.2100, 83650, 0.1750E+12,8000,3631,  0.0003,  0.0969, 1180.59,  0.8609,  0.3048,  0.1230,  0.0592,  0.0377,   1,  1.3350, -1.5570
  93977194,1,   0, 37.4800, 30390, 0.9842E+11,8000,2671,  0.0003,  0.0342,  803.00,  0.8363,  0.2543,  0.2801,  0.0242,  0.0100,  -1,  0.7000,  0.2130
  93982404,1,   0, 35.1800, 54010, 0.1641E+12,8000,1715,  0.0007,  0.1256, 1122.15,  0.9671,  1.3415,  0.1881,  0.0638,  0.0618,   1,  0.2500,  0.3640
  94028329,1,   0, 23.6000, 92410, 0.1885E+12,8000,6845,  0.0002,  0.2257,1591,  1.2925,  0.8480,  0.0890,  0.1150,  0.1107,  -1, -1.3600,  0.4950
  94080827,1,   0, 35.1800, 54010, 0.1641E+12,8000,1715,  0.0007,  0.1256, 1122.15,  0.9671,  1.3415,  0.1881,  0.0638,  0.0618,   1,  0.2500,  0.3640
  94243869,1,   0, 50.2400, 66340, 0.2880E+12,8000,3798,  0.0005,  0.2610, 1797.56,  0.9632,  1.4579,  0.1677,  0.2147,  0.0463,   1,  1.4240,  0.6350
  94402179,1,   0, 68.5600, 93010, 0.5510E+12,8000,4124,  0.0010,  0.9541, 3921.91,  1.3044,  1.2583,  0.1049,  0.7698,  0.1843,  -1, -1.2450, -1.0030
  94637663,1,   0, 70.0300, 53250, 0.3222E+12,8000,7786,  0.0003,  3.1309,  101.02,  0.2891,  1.2332,  4.1592,  1.6375,  1.4934,  -1,  0.0540, -1.1360
  94702117,1,   0,  149.12, 54290, 0.6995E+12,8000,3954,  0.0013,  1.5366, 1328.59,  0.5852,  0.6241,  0.6734,  0.7698,  0.7668,  -1,  1.1620, -0.6990
  94751578,1,   0,  233.64, 41410, 0.8360E+12,8000,3454,  0.0017,  2.2358, 2391.30,  0.8211,  1.0050,  0.5862,  1.4637,  0.7721,   1,  0.4320, -1.4470
  95098484,1,   0, 31.2000,103700, 0.2797E+12,8000,1191,  0.0017,  0.4846, 1527.98,  1.0938,  0.7891,  0.1225,  0.3889,  0.0957,   1,  0.3390, -1.5340
  95342456,1,   0, 38.1400, 79980, 0.2636E+12,8000,3181,  0.0006,  0.2277,  440.57,  0.3938,  0.4844,  0.5195,  0.1249,  0.1027,   1,  0.3640, -0.9750
  95594647,1,   0, 85.7900, 46910, 0.3477E+12,8000,6988,  0.0004,  0.8590, 2271.87,  1.3869,  0.5506,  0.2266,  0.6377,  0.2213,   1, -0.3680,  1.3050
  96110614,1,   0, 24.6500, 38930, 0.8293E+11,8000,5935,  0.0001,  0.0282, 1634.56,  1.4949,  1.0859,  0.0905,  0.0179,  0.0103,  -1,  0.4770,  1.0290
  96153148,1,   0, 30.1300, 71750, 0.1868E+12,8000,6274,  0.0002,  0.1618,  374.83,  0.4453,  0.0587,  0.4822,  0.0953,  0.0666,   1, -0.2430,  0.0650
  96176042,1,   0,  8.6800, 43710, 0.3279E+11,8000, 49.2000,  0.0048,  0.1381, 23.7950,  0.3828,  1.7618,  2.1892,  0.0708,  0.0673,   1,  0.3070, -0.3690
  96238680,1,   0, 69.3800, 85410, 0.5120E+12,8000,2269,  0.0016,  1.0128, 4198.95,  1.4986,  0.1233,  0.0991,  0.5505,  0.4623,  -1, -1.0680,  1.3780
  96551187,1,   0,  775.99, 98530, 0.6606E+13,8000,5021,  0.0094,  146.58, 8917.97,  1.0076,  0.7809,  0.5221, 86.3310, 60.2491,   1, -0.3040, -0.6030
  96967967,1,   0, 46.6300, 23790, 0.9586E+11,8000,2429,  0.0003,  0.0341, 1754.23,  1.4447,  0.2956,  0.1595,  0.0224,  0.0118,  -1,  0.9830,  0.7170
  97059966,1,   0, 68.5200, 68750, 0.4070E+12,8000,1861,  0.0016,  0.7286, 1337.61,  0.7879,  0.2588,  0.3074,  0.4336,  0.2950,  -1, -1.4260, -0.8080
  97110319,1,   0,  135.46, 19340, 0.2264E+12,8000,  104.30,  0.0155,  3.1265,  222.98,  0.6972,  0.0530,  3.6450,  2.0493,  1.0772,   1, -0.6480, -0.0180
  97153918,1,   0, 30.8500, 44130, 0.1176E+12,8000,5780,  0.0001,  0.0542,  450.08,  0.5546,  0.8499,  0.4113,  0.0350,  0.0192,   1, -1.4780, -1.5050
  97209000,1,   0, 37.9700, 61460, 0.2016E+12,8000,2485,  0.0006,  0.1490, 1110.11,  0.8276,  0.4711,  0.2052,  0.0942,  0.0548,  -1,  0.0390,  1.1140
  98365043,1,   0,  877.23, 82390, 0.6245E+13,8000,4237,  0.0105,  122.86,15028.10,  1.4232,  0.1546,  0.3502, 78.9164, 43.9442,   1, -1.1410, -1.0540
  98777768,1,   0, 41.0400, 55260, 0.1959E+12,8000,7195,  0.0002,  0.3328,  477.63,  0.6345,  0.3133,  0.5155,  0.2401,  0.0927,  -1, -1.0910, -1.3940
  98825557,1,   0, 61.0400, 34130, 0.1800E+12,8000, 820,  0.0016,  0.2764,  497.75,  0.6673,  0.5821,  0.7358,  0.2192,  0.0572,   1, -0.7070,  0.8360
  99072701,1,   0, 99.2900, 45580, 0.3910E+12,8000,1268,  0.0022,  0.8997, 1232.04,  0.8330,  0.9553,  0.4835,  0.4674,  0.4323,  -1,  1.0040, -0.0220
  99475502,1,   0, 18.4600, 35700, 0.5695E+11,8000,7214,  0.0001,  0.0287,  617.94,  1.1456,  0.3361,  0.1793,  0.0156,  0.0131,  -1,  1.4420, -0.7910
 100272069,1,   0,  159.62, 73670, 0.1016E+13,8000,4994,  0.0015,  3.4542, 1898.88,  0.6697,  0.0519,  0.5044,  2.4089,  1.0453,  -1,  0.2170,  0.0140
 100323065,1,   0, 19.0800, 60170, 0.9922E+11,8000,5491,  0.0001,  0.0359,  765.06,  0.8164,  0.2144,  0.1497,  0.0226,  0.0133,   1, -0.5420,  0.0540
 100563131,1,   0, 40.8200, 77070, 0.2718E+12,8000,3259,  0.0006,  0.2402, 1704.47,  0.9580,  1.2703,  0.1437,  0.1216,  0.1186,  -1, -0.5610,  0.1620
 100897171,1,   0,  110.08, 61170, 0.5818E+12,8000,3277,  0.0013,  1.0984,  397.79,  0.2816,  0.2436,  1.6603,  0.7365,  0.3619,  -1, -0.4740,  0.4840
 100980808,1,   0, 10.5100, 99430, 0.9027E+11,8000,5414,  0.0001,  0.0292,  118.02,  0.2410,  0.8618,  0.5342,  0.0149,  0.0144,  -1,  0.7920, -0.4030
 101364510,1,   0, 22.1100, 78200, 0.1494E+12,8000,7557,  0.0001,  0.3348,  590.75,  0.9607,  1.4023,  0.2245,  0.2563,  0.0784,   1,  0.1630, -0.6540
 101914574,1,   0, 16.9500,102800, 0.1506E+12,8000,1754,  0.0006,  0.1040,  521.55,  0.5939,  0.3355,  0.1950,  0.0709,  0.0331,  -1,  0.9930,  0.9000
 102079096,1,   0,  739.75, 94860, 0.6063E+13,8000,7825,  0.0055, 1348.01, 2046.58,  0.8622,  0.3857,  2.1688,  897.96,  450.05,   1,  0.7060,  0.0880
 102194301,1,   0, 12.4600, 40220, 0.4329E+11,8000, 676,  0.0005,  0.0190,  536.67,  1.1953,  1.0726,  0.1393,  0.0096,  0.0094,   1, -1.3200, -0.1690
