object_id,submodel,sim_av,Cart_INDEX,Mejecta,Vejecta,Fnick,Kappagamma,Temperature
  64404123,1,  0.2853,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  64414314,1,  0.0431, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
  64418537,1,  0.1013,  15,  1.0255, 8843.56,  0.0073,  5.8785, 4538.87
  64447717,1,  0.2438, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  64462000,1,  0.1344,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  64463468,1,  0.7725, 105,  0.3041, 4393.62,  0.2209, 11.1952, 2649.25
  64466314,1,  0.2584, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  64478335,1,  0.5283,  88,  1.7241, 5084.32,  0.0695, 12.8496, 2791.87
  64481863,1,  0.0409, 163,  0.1721, 7377.86,  0.0649,  951.92, 2712.73
  64519604,1,  0.1993,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  64519775,1,  0.1828,  85,  3.0864, 5280.66,  0.0122,  245.77, 3452.28
  64532236,1,  0.0835, 169,  1.2971, 8166.86,  0.0102,  0.1404, 4684.27
  64549101,1,  0.0618, 149,  0.1376, 7095.38,  0.7152, 17.9414, 4382.78
  64571622,1,  0.1053, 124,  0.0637, 6056.75,  0.1106,  0.3260, 3987.56
  64573571,1,  0.0258, 217,  0.1285, 4439.94,  0.0464, 40.2629, 2316.00
  64585496,1,  0.3380,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  64597398,1,  0.0188, 146,  0.0804, 6567.65,  0.0024,  0.7438, 4879.34
  64619342,1,  0.5186, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  64622681,1,  0.0572, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  64626701,1,  0.5189,  81,  0.1304, 8554.71,  0.0578,  0.2752, 4885.80
  64644141,1,  0.0141, 202,  1.6559, 6687.40,  0.6118,  422.15, 2181.00
  64645957,1,  0.4542, 100,  3.4837, 5371.65,  0.0035,  9.7241, 2827.50
  64663871,1,  0.0379,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  64666263,1,  0.1678, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  64683655,1,  0.0812, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  64694264,1,  0.0268, 214,  3.9980, 3853.00,  0.0232,  0.2532, 4420.07
  64758025,1,  0.3768,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
  64782701,1,  0.1689, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
  64807260,1,  0.3220, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
  64807512,1,  0.0661, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  64827448,1,  0.0626, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
  64837710,1,  0.0540, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
  64840254,1,  0.1543, 185,  1.1395, 3864.34,  0.0393,  513.86, 2154.51
  64858705,1,  0.1191, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  64881502,1,  0.8418,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  64887849,1,  0.1467, 186,  0.3299, 6928.02,  0.6517,  261.58, 3284.21
  64890520,1,  0.0771, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  64907972,1,  0.0317,  25,  1.3683, 4855.48,  0.2589,  1.4109, 2984.33
  64908450,1,  0.1019, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  64944260,1,  0.0745, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
  64952762,1,  0.0300, 210,  2.4692, 9643.91,  0.0251,  0.3152, 4838.06
  64982876,1,  0.0284, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
  64987822,1,  0.0230,  84,  0.8886, 4306.31,  0.0034, 34.7945, 2998.70
  64996091,1,  0.3035, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  65013146,1,  0.0130, 191,  0.5307, 4590.98,  0.0057,  212.00, 1827.74
  65065569,1,  0.0870, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  65071201,1,  0.0396, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  65081528,1,  0.1966, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  65107357,1,  0.2382,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  65109072,1,  0.2471, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  65114513,1,  0.1358,  43,  1.4988, 6037.59,  0.0026,  508.72, 3868.88
  65130810,1,  0.0820,  57,  0.1979, 6952.90,  0.0033,  106.46, 1318.34
  65138499,1,  0.8846, 210,  2.4692, 9643.91,  0.0251,  0.3152, 4838.06
  65139585,1,  0.2727, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  65144171,1,  0.0355,  34,  1.7023, 5310.85,  0.2415, 11.5562, 3836.98
  65149372,1,  0.0467, 181,  0.7787, 4862.53,  0.2213,  9.1142, 2098.99
  65163378,1,  0.2388,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  65167267,1,  0.6582,  69,  3.7949, 5377.05,  0.0022, 76.0321, 4525.42
  65191264,1,  0.1020,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  65200834,1,  0.8337, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
  65219793,1,  0.0293,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  65222522,1,  0.0725, 188,  3.5495, 4119.20,  0.0549,  3.5900, 2920.32
  65232032,1,  0.0697, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
  65256819,1,  0.1830,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  65262961,1,  0.0593, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  65269982,1,  0.0386, 209,  0.7276, 9556.75,  0.4253,  3.8727, 4914.65
  65285833,1,  0.0101,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  65292526,1,  0.1190,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  65307341,1,  0.1740, 154,  0.4295, 9132.76,  0.1591,  9.1045, 4746.11
  65317624,1,  0.0214,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  65330734,1,  0.0028, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  65333672,1,  0.7705, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
  65376679,1,  0.1132,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  65378415,1,  0.2671, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
  65379877,1,  0.0137, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  65391515,1,  0.1859,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  65402076,1,  0.1631, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  65415173,1,  0.0402,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  65427489,1,  0.1455,   5,  0.2919, 4740.82,  0.0194,  476.50, 2773.93
  65431982,1,  0.0516,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  65433275,1,  0.0757,  74,  0.0909, 7853.32,  0.1074,  0.1231, 3300.81
  65449170,1,  0.0842, 104,  0.3466, 5854.19,  0.1667, 41.4651, 4789.56
  65476823,1,  0.0946,  67,  0.2386, 4905.62,  0.7674,  8.9728, 4319.93
  65522729,1,  0.0055, 119,  1.9674, 4702.96,  0.0067,  229.14, 2100.42
  65523488,1,  0.0366, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  65528371,1,  0.0957,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
  65535785,1,  0.4953, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  65537374,1,  0.0942,  12,  0.1259, 8565.72,  0.0060,  1.0413, 1917.15
  65540875,1,  0.2808,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  65543731,1,  0.1801,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  65557289,1,  0.1915,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  65559389,1,  0.1963, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  65563772,1,  0.0721,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  65565944,1,  0.0957, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
  65569258,1,  0.2516,  63,  0.2216, 3985.11,  0.0022,  0.4288, 4495.15
  65570980,1,  0.0334,  61,  0.3347, 3296.53,  0.0020, 68.8864, 2917.01
  65579668,1,  0.0069, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  65598040,1,  0.0302, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  65598509,1,  0.9925, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  65599255,1,  0.1208,  87,  0.3812, 7842.73,  0.0054,  178.22, 1948.81
  65623908,1,  0.0303, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  65628943,1,  0.0635, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  65663531,1,  0.1151, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  65670203,1,  0.6634, 141,  0.2165, 8942.58,  0.0154,  0.6805, 3151.88
  65671669,1,  0.0762,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  65673679,1,  0.0530,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
  65683389,1,  0.0422, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  65697032,1,  0.0297, 194,  0.5798, 7499.30,  0.0113, 57.8920, 2464.62
  65708990,1,  0.0944,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  65717023,1,  0.1324,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  65725832,1,  0.2846, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  65744614,1,  0.1322,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  65748312,1,  0.0537, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
  65763042,1,  0.3431,  61,  0.3347, 3296.53,  0.0020, 68.8864, 2917.01
  65767278,1,  0.2091,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  65801751,1,  0.4099,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  65806399,1,  0.0922, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  65830964,1,  0.0697,  11,  1.5060, 6599.94,  0.0557,  1.8372, 3747.57
  65844344,1,  0.0450,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
  65867283,1,  0.6914, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  65870501,1,  0.0262,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  65896912,1,  0.0345, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  65902529,1,  0.4372, 104,  0.3466, 5854.19,  0.1667, 41.4651, 4789.56
  65909462,1,  0.0010,  42,  0.1026, 8917.97,  0.1450,  276.39, 1378.22
  65913800,1,  0.0986, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  65914429,1,  0.0895, 217,  0.1285, 4439.94,  0.0464, 40.2629, 2316.00
  65945164,1,  0.4493, 134,  0.1864, 5883.75,  0.0610,  475.03, 4766.32
  65956347,1,  0.3788, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  65965564,1,  0.0420, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  65982224,1,  0.2396, 213,  1.5974, 3616.15,  0.0385, 16.8956, 3706.50
  65998097,1,  0.5694, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  66002295,1,  0.0107, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  66020179,1,  0.3071,  29,  3.4985, 9859.87,  0.0841,  354.93, 1526.96
  66024921,1,  0.0830,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  66049014,1,  0.0139,  56,  0.8386, 3199.00,  0.0024,  0.1767, 3435.07
  66055436,1,  0.0272,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  66071189,1,  0.1112, 203,  0.3540, 9504.54,  0.0241, 14.7107, 3700.00
  66074798,1,  0.5989,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  66096506,1,  0.2012, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  66107169,1,  0.3295, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  66110869,1,  0.1939, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  66118216,1,  0.2488, 130,  2.2611, 8516.38,  0.0065,  1.4435, 3531.22
  66123204,1,  0.1464, 126,  0.1004, 5104.84,  0.0042,  3.0744, 1743.79
  66128848,1,  0.4474,  88,  1.7241, 5084.32,  0.0695, 12.8496, 2791.87
  66131883,1,  0.0345,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
  66137198,1,  0.2240,  71,  0.0915, 6988.06,  0.0106,  297.75, 1470.78
  66171587,1,  0.0966,  87,  0.3812, 7842.73,  0.0054,  178.22, 1948.81
  66183645,1,  0.1408, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  66194337,1,  0.3138, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  66197564,1,  0.0780, 224,  0.5689, 8992.53,  0.0986, 13.7834, 3423.36
  66208911,1,  0.1319,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  66245869,1,  0.0597, 194,  0.5798, 7499.30,  0.0113, 57.8920, 2464.62
  66247280,1,  0.1580, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  66253347,1,  0.1347,  95,  0.8346, 3717.58,  0.0044, 40.5890, 2581.72
  66253541,1,  0.0576, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
  66254647,1,  0.8758, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
  66294372,1,  0.0495, 186,  0.3299, 6928.02,  0.6517,  261.58, 3284.21
  66295733,1,  0.0111, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  66315753,1,  0.1568, 202,  1.6559, 6687.40,  0.6118,  422.15, 2181.00
  66366912,1,  0.2069, 134,  0.1864, 5883.75,  0.0610,  475.03, 4766.32
  66378362,1,  0.7171, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  66393871,1,  0.4919,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  66396926,1,  0.0927,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  66407362,1,  0.5186,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  66459845,1,  0.1028,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  66471288,1,  0.1115, 173,  0.1088, 3219.90,  0.1051,  3.8293, 3294.49
  66510203,1,  0.1181,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  66523277,1,  0.0442,  84,  0.8886, 4306.31,  0.0034, 34.7945, 2998.70
  66567377,1,  0.3454, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  66579409,1,  0.0335,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  66582364,1,  0.0529, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  66597693,1,  0.1162,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  66619982,1,  0.4673, 175,  0.0525, 8969.80,  0.0074,  288.94, 3163.86
  66638725,1,  0.0725, 213,  1.5974, 3616.15,  0.0385, 16.8956, 3706.50
  66640755,1,  0.0654, 213,  1.5974, 3616.15,  0.0385, 16.8956, 3706.50
  66644803,1,  0.0437,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  66653628,1,  0.1553,  81,  0.1304, 8554.71,  0.0578,  0.2752, 4885.80
  66655604,1,  0.3653, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  66667273,1,  0.4175, 105,  0.3041, 4393.62,  0.2209, 11.1952, 2649.25
  66696271,1,  0.0673, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  66697364,1,  1.0617, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  66732402,1,  0.1664, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
  66733879,1,  1.1218, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  66742597,1,  0.0669, 149,  0.1376, 7095.38,  0.7152, 17.9414, 4382.78
  66743529,1,  0.1526,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  66750048,1,  0.6915, 168,  0.1353, 6137.35,  0.1035, 27.2936, 2155.42
  66765618,1,  0.3171, 194,  0.5798, 7499.30,  0.0113, 57.8920, 2464.62
  66784197,1,  0.1708, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  66805779,1,  0.0894, 209,  0.7276, 9556.75,  0.4253,  3.8727, 4914.65
  66823380,1,  0.0280,  25,  1.3683, 4855.48,  0.2589,  1.4109, 2984.33
  66847876,1,  0.2147,   9,  0.0485, 7038.25,  0.0048, 19.2183, 4310.95
  66856955,1,  0.0443, 143,  0.6128, 6627.87,  0.1994,  0.3490, 4166.89
  66904979,1,  0.0736,  41,  0.0401, 8226.38,  0.0971,  0.1758, 3844.64
  66908181,1,  0.0730,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  66929559,1,  0.1345, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  66930640,1,  0.0829, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  66932979,1,  0.0115, 224,  0.5689, 8992.53,  0.0986, 13.7834, 3423.36
  66947751,1,  0.0399, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  66949632,1,  0.2819, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
  66952354,1,  0.3296, 167,  0.2500, 6122.92,  0.0028,  0.6260, 1366.88
  66962735,1,  0.1097, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  66965397,1,  0.2637,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
  66969955,1,  0.0106, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  66974531,1,  0.0028,  62,  0.7323, 6457.12,  0.0026, 51.8076, 3423.59
  66987174,1,  0.1752, 173,  0.1088, 3219.90,  0.1051,  3.8293, 3294.49
  66989108,1,  0.1419,  17,  0.2831, 8971.46,  0.1798, 19.7661, 4095.27
  67012207,1,  0.0268,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  67012286,1,  0.0052, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  67024562,1,  0.2236, 213,  1.5974, 3616.15,  0.0385, 16.8956, 3706.50
  67049709,1,  0.0268, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  67057170,1,  0.0214, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  67066075,1,  0.1134, 159,  2.0958, 7627.99,  0.2075, 25.1596, 1773.87
  67069146,1,  0.1366,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  67071094,1,  0.0106, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
  67079395,1,  0.1159, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  67095920,1,  0.2658, 194,  0.5798, 7499.30,  0.0113, 57.8920, 2464.62
  67117621,1,  0.0350,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  67141431,1,  0.1474,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  67142947,1,  0.4491, 100,  3.4837, 5371.65,  0.0035,  9.7241, 2827.50
  67180274,1,  0.5172, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  67196986,1,  0.4519,  33,  0.1130, 7012.26,  0.3519,  972.48, 4456.41
  67212938,1,  0.2490, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
  67215916,1,  0.0209, 139,  0.0660, 6656.66,  0.0037,  0.1050, 4081.69
  67235222,1,  0.0372, 197,  0.2221, 9467.53,  0.0664,  307.63, 2616.94
  67243499,1,  0.0479,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  67253664,1,  0.0839, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  67253678,1,  0.0144, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  67305272,1,  0.1455,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  67320302,1,  0.1885, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  67362961,1,  0.1886, 134,  0.1864, 5883.75,  0.0610,  475.03, 4766.32
  67385389,1,  0.1241, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  67392285,1,  0.0262,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  67392616,1,  0.2672, 134,  0.1864, 5883.75,  0.0610,  475.03, 4766.32
  67434016,1,  0.3122,  65,  1.4613, 9182.45,  0.0577,  0.5795, 1646.06
  67461704,1,  0.0153, 119,  1.9674, 4702.96,  0.0067,  229.14, 2100.42
  67484657,1,  0.0105, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  67506271,1,  0.0674,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  67508615,1,  0.0380, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  67518620,1,  0.0306,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  67534958,1,  0.0390, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  67535005,1,  0.3956,  23,  0.0694, 5806.75,  0.0470, 10.9067, 1915.68
  67538947,1,  0.4149, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  67547539,1,  0.2880,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  67559739,1,  0.3540, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  67585631,1,  0.1103, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  67588789,1,  0.2794, 127,  0.2353, 7695.68,  0.0049,  4.4954, 1459.82
  67600585,1,  0.0077,  85,  3.0864, 5280.66,  0.0122,  245.77, 3452.28
  67607498,1,  0.1093, 156,  1.5499, 7268.07,  0.4048,  0.7002, 2843.31
  67620594,1,  0.1177, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  67621158,1,  0.7437,  23,  0.0694, 5806.75,  0.0470, 10.9067, 1915.68
  67639661,1,  0.0244,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  67659447,1,  0.0909,  78,  3.4726, 9341.65,  0.0051, 17.8184, 4632.09
  67663177,1,  0.0418, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  67666376,1,  0.1918, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  67667479,1,  0.3239,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  67674153,1,  0.0184,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  67677617,1,  0.2466, 113,  0.5055, 9210.35,  0.0675,  0.2009, 4560.34
  67681400,1,  0.1117, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  67693181,1,  0.0433, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  67699520,1,  1.0147, 194,  0.5798, 7499.30,  0.0113, 57.8920, 2464.62
  67738295,1,  0.0830, 169,  1.2971, 8166.86,  0.0102,  0.1404, 4684.27
  67745907,1,  0.3229, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  67746199,1,  0.0690, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
  67759065,1,  0.0560, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  67780949,1,  0.1821,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  67820174,1,  0.0705,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  67829289,1,  0.4314, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  67848051,1,  0.0542, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  67873448,1,  0.1201,  30,  0.1795, 5137.26,  0.0147,  273.01, 2205.85
  67893589,1,  0.1888, 145,  0.3845, 8057.55,  0.5283,  162.59, 3813.09
  67929993,1,  0.0663, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  67950977,1,  0.3412, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  67952125,1,  0.0455, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  67968454,1,  0.4389,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
  67971729,1,  0.0402, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  68010082,1,  0.0069, 124,  0.0637, 6056.75,  0.1106,  0.3260, 3987.56
  68013817,1,  0.1293,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  68014147,1,  0.0935, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  68023212,1,  0.4078, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  68032973,1,  0.0583,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  68049977,1,  0.0545,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  68052972,1,  0.0160, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  68072452,1,  0.4604, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
  68074043,1,  0.7229,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  68112703,1,  0.1808,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  68113929,1,  0.0792, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  68120555,1,  0.1203, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  68144703,1,  0.0116, 159,  2.0958, 7627.99,  0.2075, 25.1596, 1773.87
  68158648,1,  0.0057, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  68163386,1,  0.0034,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  68188632,1,  0.2851, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  68190536,1,  0.9974, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  68215927,1,  0.0377,  78,  3.4726, 9341.65,  0.0051, 17.8184, 4632.09
  68223194,1,  0.0285, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  68234418,1,  0.9964,   6,  0.0614, 3348.01,  0.0512, 38.0210, 2602.65
  68260530,1,  0.1034,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  68261322,1,  0.1056,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  68295251,1,  0.1206, 224,  0.5689, 8992.53,  0.0986, 13.7834, 3423.36
  68298937,1,  0.2515, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  68299494,1,  0.2017,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  68304809,1,  0.0401, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  68315311,1,  0.0941, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  68328114,1,  0.0557, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  68330689,1,  0.0044,  35,  0.1502, 6192.18,  0.1529,  0.2870, 2683.69
