object_id,submodel,sim_av,IIN_INDEX,Mejecta,Kinetic_energy,Mcsm,R0,Rho
  75821924,3,  0.9203, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75830621,3,  0.5142, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  75830659,3,  0.0760, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  75831316,3,  0.4133, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  75831640,3,  0.0217, 877,  7.5270,  5.8398,  0.5096, 24.7447, 0.252E-13
  75835488,3,  0.0260, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75838663,3,  0.0262, 966,  9.9119,  6.4980,  0.1951, 18.7848, 0.465E-13
  75843963,3,  0.1064, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75846675,3,  0.2890, 650,  6.2645,  1.6911,  0.7633, 85.7795, 0.416E-14
  75846963,3,  0.0426, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  75848416,3,  0.1608, 927,  6.4050,  3.1550,  0.1340, 23.8365, 0.315E-13
  75850493,3,  0.9550, 502,  7.0154,  8.6705,  0.8916, 36.5702, 0.790E-14
  75850710,3,  0.1138, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  75851023,3,  1.0965, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75851617,3,  0.2034, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  75853490,3,  0.0647, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75859683,3,  0.8526, 882,  7.9542,  8.3332,  0.5025, 24.2239, 0.203E-13
  75861127,3,  0.0089, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  75861944,3,  0.0044, 187,  3.5448,  2.4706,  0.1524, 31.7888, 0.916E-14
  75865348,3,  0.0427, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75868154,3,  0.1123, 738,  7.6882,  1.6381,  7.8300, 23.4084, 0.717E-13
  75872042,3,  0.0503, 962,  7.5062,  6.7677,  0.2141, 17.2969, 0.432E-13
  75875061,3,  0.5381, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75875300,3,  0.1033, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  75878047,3,  0.2432, 974,  8.7518,  5.1021,  0.3818, 91.7322, 0.262E-14
  75880326,3,  0.0113, 324,  4.2083,  1.7456,  0.9762, 16.6900, 0.388E-13
  75882191,3,  0.1152, 261,  4.2905,  1.8817,  0.1038, 30.5215, 0.787E-14
  75883477,3,  0.0523, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  75883811,3,  0.0528, 712,  4.2930,  1.7727,  1.0747, 25.2412, 0.270E-13
  75885379,3,  0.3130, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75892507,3,  0.2582, 829,  5.8104,  3.0746,  0.2486, 13.7084, 0.549E-13
  75896755,3,  0.0251, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75905442,3,  0.1483, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75909941,3,  0.3389, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  75910458,3,  0.1687, 711,  3.8733,  2.5107,  2.1847, 21.7701, 0.274E-13
  75910470,3,  0.0910, 965,  7.6644,  2.5606,  0.7794, 38.2697, 0.130E-13
  75911537,3,  0.5724,  81,  8.8843,  1.5908,  3.2620, 49.2426, 0.879E-14
  75912951,3,  0.1413, 595,  6.4097,  7.5987,  0.6316, 10.2909, 0.583E-13
  75914483,3,  0.5891, 639,  9.3833,  2.7198,  0.9642, 41.5601, 0.132E-13
  75916274,3,  0.1502, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75917291,3,  0.1466, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  75918676,3,  0.2175, 483,  3.1165,  4.2228,  0.1244, 20.6543, 0.707E-14
  75921959,3,  0.1900, 734,  6.8292,  3.0695,  0.1832, 89.5767, 0.264E-14
  75922532,3,  0.2042, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75929384,3,  0.0923, 506,  4.5308,  2.9501,  0.1998, 29.0055, 0.130E-13
  75930287,3,  0.0512, 386,  9.0555,  4.3475,  1.6493, 15.7152, 0.594E-13
  75930834,3,  0.1369, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75934726,3,  0.6972, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  75935433,3,  0.2140, 908,  6.2084,  3.7452,  0.2087, 77.8345, 0.236E-14
  75936085,3,  0.3036, 554,  4.9041,  3.0070,  0.2153, 12.9767, 0.515E-13
  75943536,3,  0.3044, 639,  9.3833,  2.7198,  0.9642, 41.5601, 0.132E-13
  75947082,3,  0.0055, 920,  9.3786,  5.0457,  2.0736, 32.6394, 0.205E-13
  75948360,3,  0.4370, 738,  7.6882,  1.6381,  7.8300, 23.4084, 0.717E-13
  75949290,3,  0.0474, 531,  5.0304,  1.4856,  0.0842, 50.1059, 0.839E-14
  75950647,3,  0.6604, 981,  9.6709,  4.2289,  0.4766, 93.1963, 0.289E-14
  75954742,3,  0.0130, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  75958729,3,  0.6930, 169,  8.0752,  6.3521,  0.3814,  9.7635, 0.682E-13
  75964337,3,  0.0008, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  75966431,3,  0.2216, 966,  9.9119,  6.4980,  0.1951, 18.7848, 0.465E-13
  75966634,3,  0.0808, 787,  6.8544,  1.3911,  0.3393, 24.2278, 0.239E-13
  75967317,3,  0.3179, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  75968461,3,  0.6212, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  75972157,3,  0.0362, 782,  7.6184, 10.4525,  1.0521, 19.1151, 0.412E-13
  75972205,3,  0.0107, 781,  7.6820,  3.4913,  0.3383, 44.4396, 0.721E-14
  75972824,3,  0.8480, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  75973777,3,  0.2153, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75976778,3,  0.1535, 890,  8.9542,  1.7413,  3.8678, 63.3275, 0.871E-14
  75977924,3,  0.0252, 642,  6.6578,  8.5523,  0.6737, 14.5148, 0.559E-13
  75978603,3,  0.1468, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  75988073,3,  1.0139, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  75988239,3,  0.2599, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  75988416,3,  1.3444, 928,  6.4616,  5.8610,  0.1942, 17.2608, 0.428E-13
  75988610,3,  0.2715, 729,  8.5111,  7.8937,  4.5011, 19.4381, 0.539E-13
  75995784,3,  0.0216, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  75998987,3,  0.1476, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76007754,3,  0.0215, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  76014115,3,  0.1107, 489,  6.3493,  5.7052,  0.2245, 20.7260, 0.254E-13
  76014783,3,  0.0175, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76017140,3,  0.4139, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  76023759,3,  0.3355, 965,  7.6644,  2.5606,  0.7794, 38.2697, 0.130E-13
  76023951,3,  0.5224, 122,  9.0018,  8.8392,  4.2037, 20.1405, 0.615E-13
  76027480,3,  0.0174, 912,  9.2489,  8.7622,  1.9812, 31.3038, 0.235E-13
  76028118,3,  0.3247, 882,  7.9542,  8.3332,  0.5025, 24.2239, 0.203E-13
  76030424,3,  0.6359, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  76033571,3,  0.2858, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76035044,3,  0.0338, 927,  6.4050,  3.1550,  0.1340, 23.8365, 0.315E-13
  76035773,3,  0.1306, 589,  7.6735,  8.2647,  0.6578, 42.0689, 0.621E-14
  76036098,3,  0.2228, 973,  4.4152,  2.1127,  0.1753, 63.8051, 0.356E-14
  76037122,3,  0.1959, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  76038642,3,  0.0878, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76040983,3,  0.0509, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  76042900,3,  0.0925, 754,  7.6480,  5.6693,  1.4288, 55.3524, 0.556E-14
  76043945,3,  0.4209, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  76045243,3,  0.1096, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76047158,3,  0.0546, 824,  9.9042,  1.3656,  1.4498, 14.7315, 0.992E-13
  76047823,3,  0.0557, 981,  9.6709,  4.2289,  0.4766, 93.1963, 0.289E-14
  76050500,3,  0.0108, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  76051270,3,  0.1748, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76052218,3,  0.0811, 747,  9.2317,  3.6448,  0.8454, 12.9830, 0.756E-13
  76052669,3,  0.2209, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  76053920,3,  0.0147, 912,  9.2489,  8.7622,  1.9812, 31.3038, 0.235E-13
  76058862,3,  0.1569, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  76059617,3,  0.6966, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  76063425,3,  0.0699, 250,  5.6874,  6.9709,  0.1126,  8.9682, 0.643E-13
  76065936,3,  0.1338, 968,  8.2703,  6.2760,  2.9344, 29.3238, 0.240E-13
  76067756,3,  0.2175, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76071023,3,  0.0364, 754,  7.6480,  5.6693,  1.4288, 55.3524, 0.556E-14
  76075792,3,  0.4836, 243,  9.4927,  4.8721,  1.8876, 16.8176, 0.587E-13
  76076074,3,  0.0949, 122,  9.0018,  8.8392,  4.2037, 20.1405, 0.615E-13
  76078610,3,  0.1561, 974,  8.7518,  5.1021,  0.3818, 91.7322, 0.262E-14
  76078883,3,  0.2307, 966,  9.9119,  6.4980,  0.1951, 18.7848, 0.465E-13
  76079198,3,  0.0209, 187,  3.5448,  2.4706,  0.1524, 31.7888, 0.916E-14
  76086500,3,  0.3642, 813,  7.0033,  8.0264,  0.2030, 16.7629, 0.336E-13
  76091267,3,  0.5883, 928,  6.4616,  5.8610,  0.1942, 17.2608, 0.428E-13
  76098775,3,  0.2570, 359, 10.6593,  3.7482,  0.9302, 12.8903, 0.732E-13
  76103116,3,  0.0681, 837,  6.1279,  5.5595,  0.2999, 61.8247, 0.361E-14
  76103539,3,  0.6412, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76104022,3,  0.0388, 935,  6.6964,  5.5585,  0.5641, 22.2714, 0.256E-13
  76104324,3,  0.0192, 639,  9.3833,  2.7198,  0.9642, 41.5601, 0.132E-13
  76106653,3,  0.3826, 912,  9.2489,  8.7622,  1.9812, 31.3038, 0.235E-13
  76108352,3,  0.4796, 782,  7.6184, 10.4525,  1.0521, 19.1151, 0.412E-13
  76109570,3,  0.1764, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  76120332,3,  0.2295, 250,  5.6874,  6.9709,  0.1126,  8.9682, 0.643E-13
  76121345,3,  0.0108, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  76126136,3,  0.1608, 683,  4.3424,  1.8532,  1.1465, 24.0019, 0.267E-13
  76129254,3,  0.0494, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  76132194,3,  0.0193, 919,  4.7039,  5.9513,  0.1106,  7.2933, 0.611E-13
  76135829,3,  0.0762, 615,  8.9478,  6.2894,  0.8611, 47.0017, 0.703E-14
  76137259,3,  0.1487, 639,  9.3833,  2.7198,  0.9642, 41.5601, 0.132E-13
  76143247,3,  0.0284, 824,  9.9042,  1.3656,  1.4498, 14.7315, 0.992E-13
  76144132,3,  0.1056, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76145693,3,  0.2033, 974,  8.7518,  5.1021,  0.3818, 91.7322, 0.262E-14
  76146965,3,  0.0667, 691,  7.4155,  9.0922,  1.1697, 19.0840, 0.399E-13
  76149299,3,  0.1408, 927,  6.4050,  3.1550,  0.1340, 23.8365, 0.315E-13
  76149703,3,  0.3176, 575,  7.7414,  8.4876,  0.9196, 13.7285, 0.831E-13
  76155383,3,  0.2084, 133,  8.8842,  1.7457,  3.4315, 55.2515, 0.842E-14
  76155537,3,  0.3590, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76155764,3,  0.1386, 320,  6.1046,  2.0270,  1.6722, 19.3759, 0.754E-13
  76157093,3,  0.0165, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  76162321,3,  0.0369, 897,  7.3193,  2.2302,  6.6390, 21.1366, 0.618E-13
  76166753,3,  0.0871, 433,  8.4851,  6.3036,  0.7777, 30.5957, 0.155E-13
  76171694,3,  0.5206, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76171700,3,  0.3476, 981,  9.6709,  4.2289,  0.4766, 93.1963, 0.289E-14
  76176280,3,  0.0195, 968,  8.2703,  6.2760,  2.9344, 29.3238, 0.240E-13
  76181793,3,  0.1281, 575,  7.7414,  8.4876,  0.9196, 13.7285, 0.831E-13
  76184193,3,  0.2362, 719,  8.0215,  1.8046,  4.4295, 57.4328, 0.979E-14
  76184433,3,  0.0851, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76187776,3,  0.1420, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76188079,3,  0.0910, 230,  7.5960,  1.3553,  1.4158, 15.5199, 0.869E-13
  76191757,3,  0.0738, 285,  6.6578,  4.2292,  2.6273, 46.3546, 0.899E-14
  76195536,3,  0.6878, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76198804,3,  0.0665, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76199978,3,  0.2879, 714,  8.4513,  1.5730,  4.7935, 54.6429, 0.832E-14
  76201154,3,  0.1349, 690,  9.5115,  7.3450,  3.8739, 18.3859, 0.681E-13
  76202898,3,  0.0200, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  76205908,3,  0.1345, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76209684,3,  0.0980, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  76215901,3,  0.3725, 712,  4.2930,  1.7727,  1.0747, 25.2412, 0.270E-13
  76217161,3,  0.2256, 865,  8.0495,  8.8560,  0.2338, 50.0916, 0.360E-14
  76220731,3,  0.0990, 749,  5.2208,  1.5512,  0.6166, 79.4708, 0.331E-14
  76221706,3,  0.2429, 678,  8.5208,  8.9748,  0.2445, 43.0628, 0.414E-14
  76228662,3,  0.6610, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76229684,3,  0.0033, 539,  3.3144,  5.3705,  0.1459,  9.7243, 0.678E-13
  76230214,3,  0.7098, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76231080,3,  0.0851, 968,  8.2703,  6.2760,  2.9344, 29.3238, 0.240E-13
  76231659,3,  0.0105, 287, 10.0857,  8.3486,  3.6524, 20.0179, 0.562E-13
  76235501,3,  0.0537, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76239023,3,  0.2560, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76246598,3,  0.5753, 589,  7.6735,  8.2647,  0.6578, 42.0689, 0.621E-14
  76246884,3,  0.3284, 243,  9.4927,  4.8721,  1.8876, 16.8176, 0.587E-13
  76251327,3,  0.0970, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  76255481,3,  0.0282, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76256798,3,  0.2406, 433,  8.4851,  6.3036,  0.7777, 30.5957, 0.155E-13
  76262154,3,  0.6390, 912,  9.2489,  8.7622,  1.9812, 31.3038, 0.235E-13
  76263613,3,  0.0997, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76264392,3,  0.0091, 683,  4.3424,  1.8532,  1.1465, 24.0019, 0.267E-13
  76265683,3,  0.0053, 727,  7.9070,  5.8690,  1.5160, 59.7670, 0.546E-14
  76266260,3,  0.1287, 133,  8.8842,  1.7457,  3.4315, 55.2515, 0.842E-14
  76267753,3,  0.2311, 865,  8.0495,  8.8560,  0.2338, 50.0916, 0.360E-14
  76276702,3,  0.0620, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  76278346,3,  0.2233, 888,  8.8897,  5.0946,  0.4462, 93.6085, 0.255E-14
  76283622,3,  0.0247, 877,  7.5270,  5.8398,  0.5096, 24.7447, 0.252E-13
  76284136,3,  0.0648, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  76288000,3,  0.1246, 907,  6.9120,  7.5337,  1.8771, 20.7282, 0.317E-13
  76293077,3,  0.0315, 782,  7.6184, 10.4525,  1.0521, 19.1151, 0.412E-13
  76293881,3,  0.0501, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  76296671,3,  0.0383, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76301618,3,  0.1285, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  76303861,3,  0.3784, 824,  9.9042,  1.3656,  1.4498, 14.7315, 0.992E-13
  76307276,3,  0.0035, 759,  5.8975,  6.0426,  0.1600, 24.0059, 0.170E-13
  76307994,3,  0.3124, 452,  6.2351,  7.5343,  2.3567, 21.2046, 0.336E-13
  76309146,3,  0.0944, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  76313548,3,  0.0655, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76314179,3,  0.2499, 521,  8.4396,  9.6013,  0.7816, 91.5185, 0.186E-14
  76315514,3,  0.1685, 427,  7.8223, 10.0312,  0.4417, 21.9632, 0.204E-13
  76316701,3,  0.0873, 352,  6.0390,  1.9877,  0.2112, 26.5725, 0.141E-13
  76319170,3,  0.0188, 749,  5.2208,  1.5512,  0.6166, 79.4708, 0.331E-14
  76319495,3,  0.0339, 874,  9.4868,  3.5144,  0.4858, 42.7582, 0.137E-13
  76319858,3,  0.2309, 887,  9.9912,  6.0593,  0.1486, 45.7106, 0.307E-14
  76324275,3,  0.0629, 791,  9.6943,  6.8393,  0.2414, 17.7915, 0.489E-13
  76325244,3,  0.0590, 935,  6.6964,  5.5585,  0.5641, 22.2714, 0.256E-13
  76329823,3,  0.3684, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  76330090,3,  0.2207, 263,  4.8341,  1.9004,  0.3984, 38.9533, 0.895E-14
  76330431,3,  0.8434, 526,  4.9783,  2.1500,  1.2281, 16.3486, 0.395E-13
  76336479,3,  0.0439, 935,  6.6964,  5.5585,  0.5641, 22.2714, 0.256E-13
  76338426,3,  0.4269, 908,  6.2084,  3.7452,  0.2087, 77.8345, 0.236E-14
  76338799,3,  0.1204, 771,  7.1322,  3.4815,  1.4544, 67.5525, 0.571E-14
  76339975,3,  0.8231, 503,  2.9456,  2.3065,  0.1674, 31.7051, 0.902E-14
  76341868,3,  0.0512, 498,  8.9570,  9.1783,  0.2499, 46.0229, 0.299E-14
  76343237,3,  0.2583, 857,  5.1860,  6.6341,  0.0926,  8.4712, 0.647E-13
  76344338,3,  0.0048, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76352751,3,  0.0052, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  76353634,3,  0.1568, 984,  3.9340,  2.2004,  0.1850, 55.9118, 0.268E-14
  76355743,3,  0.0698, 771,  7.1322,  3.4815,  1.4544, 67.5525, 0.571E-14
  76356401,3,  0.0755, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76362349,3,  0.0133, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76365222,3,  0.0636, 874,  9.4868,  3.5144,  0.4858, 42.7582, 0.137E-13
  76366706,3,  0.2129, 575,  7.7414,  8.4876,  0.9196, 13.7285, 0.831E-13
  76369284,3,  0.3523, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  76372860,3,  0.1524, 631,  7.1927,  7.5495,  0.7402, 46.0529, 0.765E-14
  76373413,3,  0.0680, 913,  9.3303,  4.2403,  0.3801, 88.7042, 0.256E-14
  76378426,3,  0.0935, 735,  8.5361,  2.5228,  0.8486, 50.8416, 0.105E-13
  76379586,3,  0.1428, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  76386778,3,  0.5044, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76392206,3,  0.1456, 877,  7.5270,  5.8398,  0.5096, 24.7447, 0.252E-13
  76399661,3,  0.1017, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  76407482,3,  0.0179, 855,  8.2337,  9.8009,  0.8124, 87.7950, 0.205E-14
  76407785,3,  0.0072, 667,  7.4887,  3.8221,  1.5791, 60.3156, 0.502E-14
  76412593,3,  0.1256, 480,  9.6433,  2.3865,  0.2585, 38.0361, 0.140E-13
  76414100,3,  0.0806, 930,  7.2385,  1.2472,  0.3416, 21.8232, 0.249E-13
  76418218,3,  0.0897, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76418751,3,  0.0351, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  76421519,3,  0.3717, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  76421653,3,  0.1589, 699,  6.4504,  8.8400,  1.2265, 17.1602, 0.457E-13
  76422475,3,  0.2607, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76422994,3,  0.2863, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76423390,3,  0.1171, 788,  5.5682,  2.3515,  0.4386, 47.4369, 0.728E-14
  76423944,3,  0.3101, 525, 10.6575,  2.5939,  1.9915, 20.3409, 0.351E-13
  76424702,3,  0.0749, 313,  4.3688,  4.1461,  0.4082, 13.9475, 0.378E-13
  76438617,3,  0.0252, 187,  3.5448,  2.4706,  0.1524, 31.7888, 0.916E-14
  76440462,3,  0.1108, 213,  9.6289,  9.5823,  0.2559, 45.2307, 0.422E-14
  76442247,3,  0.2035, 639,  9.3833,  2.7198,  0.9642, 41.5601, 0.132E-13
  76443761,3,  0.4550, 759,  5.8975,  6.0426,  0.1600, 24.0059, 0.170E-13
  76445458,3,  0.5932, 759,  5.8975,  6.0426,  0.1600, 24.0059, 0.170E-13
  76446963,3,  0.1800, 489,  6.3493,  5.7052,  0.2245, 20.7260, 0.254E-13
  76447143,3,  0.0616, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  76447872,3,  0.0182, 575,  7.7414,  8.4876,  0.9196, 13.7285, 0.831E-13
  76453678,3,  0.0055, 599,  6.7276,  5.1747,  0.4285, 32.3531, 0.904E-14
  76455719,3,  0.2073, 791,  9.6943,  6.8393,  0.2414, 17.7915, 0.489E-13
  76462105,3,  0.0442, 912,  9.2489,  8.7622,  1.9812, 31.3038, 0.235E-13
  76466073,3,  0.2037, 727,  7.9070,  5.8690,  1.5160, 59.7670, 0.546E-14
  76467599,3,  0.5975, 630,  6.7323,  8.4473,  1.8439, 29.9052, 0.141E-13
  76467891,3,  0.1039, 409, 10.1330,  8.1207,  0.4085, 21.2042, 0.206E-13
  76470430,3,  0.1145, 791,  9.6943,  6.8393,  0.2414, 17.7915, 0.489E-13
  76470532,3,  0.0672, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  76472351,3,  0.1614, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76480909,3,  0.1616, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  76483050,3,  0.1414, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  76488301,3,  0.0688, 317,  8.8601,  1.6734,  3.6374, 58.1473, 0.996E-14
  76491862,3,  0.1622, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76492074,3,  0.1101, 712,  4.2930,  1.7727,  1.0747, 25.2412, 0.270E-13
  76493475,3,  0.0538, 480,  9.6433,  2.3865,  0.2585, 38.0361, 0.140E-13
  76494915,3,  0.1773, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  76495288,3,  0.1019, 927,  6.4050,  3.1550,  0.1340, 23.8365, 0.315E-13
  76497948,3,  0.1023, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  76500932,3,  0.0684, 966,  9.9119,  6.4980,  0.1951, 18.7848, 0.465E-13
  76508086,3,  0.3741, 631,  7.1927,  7.5495,  0.7402, 46.0529, 0.765E-14
  76509638,3,  0.0454, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76510031,3,  0.0423, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  76510270,3,  0.0851, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76511160,3,  0.1341, 865,  8.0495,  8.8560,  0.2338, 50.0916, 0.360E-14
  76518992,3,  0.0097, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  76521494,3,  0.0191, 877,  7.5270,  5.8398,  0.5096, 24.7447, 0.252E-13
  76521655,3,  0.1173, 903,  4.8965,  5.6785,  0.2161, 14.7398, 0.381E-13
  76524481,3,  0.0943, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  76524504,3,  0.0594, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76525715,3,  0.2676, 691,  7.4155,  9.0922,  1.1697, 19.0840, 0.399E-13
  76525886,3,  0.0219, 747,  9.2317,  3.6448,  0.8454, 12.9830, 0.756E-13
  76530016,3,  0.1438, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  76535702,3,  0.1056, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  76536617,3,  0.2550, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  76542186,3,  0.0133, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  76545160,3,  0.1290, 521,  8.4396,  9.6013,  0.7816, 91.5185, 0.186E-14
  76545491,3,  0.4267, 287, 10.0857,  8.3486,  3.6524, 20.0179, 0.562E-13
  76546920,3,  0.6446, 250,  5.6874,  6.9709,  0.1126,  8.9682, 0.643E-13
  76549369,3,  0.0392, 122,  9.0018,  8.8392,  4.2037, 20.1405, 0.615E-13
  76553338,3,  0.4151, 966,  9.9119,  6.4980,  0.1951, 18.7848, 0.465E-13
  76556323,3,  0.2716, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  76558959,3,  0.0113, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  76560606,3,  0.2043, 712,  4.2930,  1.7727,  1.0747, 25.2412, 0.270E-13
